bbmap stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_method_depth,Reads Used,Reads Used (bases),Mapping Time (s),Reads/sec,kBases/sec,Mated pairs (pct pairs),Mated pairs (num pairs),Mated pairs (pct bases),Mated pairs (num bases),Bad pairs (pct pairs),Bad pairs (num pairs),Bad pairs (pct bases),Bad pairs (num bases),insert size avg,Read 1 mapped (pct reads),Read 1 mapped (num reads),Read 1 mapped (pct bases),Read 1 mapped (num bases),Read 1 unambiguous (pct reads),Read 1 unambiguous (num reads),Read 1 unambiguous (pct bases),Read 1 unambiguous (num bases),Read 1 ambiguous (pct reads),Read 1 ambiguous (num reads),Read 1 ambiguous (pct bases),Read 1 ambiguous (num bases),Read 1 low-Q discards (pct reads),Read 1 low-Q discards (num reads),Read 1 low-Q discards (pct bases),Read 1 low-Q discards (num bases),Read 1 perfect best site (pct reads),Read 1 perfect best site (num reads),Read 1 perfect best site (pct bases),Read 1 perfect best site (num bases),Read 1 semiperfect site (pct reads),Read 1 semiperfect site (num reads),Read 1 semiperfect site (pct bases),Read 1 semiperfect site (num bases),Read 1 rescued (pct reads),Read 1 rescued (num reads),Read 1 Match Rate (pct bases),Read 1 Match Rate (num bases),Read 1 Error Rate (pct reads),Read 1 Error Rate (num reads),Read 1 Error Rate (pct bases),Read 1 Error Rate (num bases),Read 1 Sub Rate (pct reads),Read 1 Sub Rate (num reads),Read 1 Sub Rate (pct bases),Read 1 Sub Rate (num bases),Read 1 Del Rate (pct reads),Read 1 Del Rate (num reads),Read 1 Del Rate (pct bases),Read 1 Del Rate (num bases),Read 1 Ins Rate (pct reads),Read 1 Ins Rate (num reads),Read 1 Ins Rate (pct bases),Read 1 Ins Rate (num bases),Read 1 N Rate (pct reads),Read 1 N Rate (num reads),Read 1 N Rate (pct bases),Read 1 N Rate (num bases),Read 2 mapped (pct reads),Read 2 mapped (num reads),Read 2 mapped (pct bases),Read 2 mapped (num bases),Read 2 unambiguous (pct reads),Read 2 unambiguous (num reads),Read 2 unambiguous (pct bases),Read 2 unambiguous (num bases),Read 2 ambiguous (pct reads),Read 2 ambiguous (num reads),Read 2 ambiguous (pct bases),Read 2 ambiguous (num bases),Read 2 low-Q discards (pct reads),Read 2 low-Q discards (num reads),Read 2 low-Q discards (pct bases),Read 2 low-Q discards (num bases),Read 2 perfect best site (pct reads),Read 2 perfect best site (num reads),Read 2 perfect best site (pct bases),Read 2 perfect best site (num bases),Read 2 semiperfect site (pct reads),Read 2 semiperfect site (num reads),Read 2 semiperfect site (pct bases),Read 2 semiperfect site (num bases),Read 2 rescued (pct reads),Read 2 rescued (num reads),Read 2 Match Rate (pct bases),Read 2 Match Rate (num bases),Read 2 Error Rate (pct reads),Read 2 Error Rate (num reads),Read 2 Error Rate (pct bases),Read 2 Error Rate (num bases),Read 2 Sub Rate (pct reads),Read 2 Sub Rate (num reads),Read 2 Sub Rate (pct bases),Read 2 Sub Rate (num bases),Read 2 Del Rate (pct reads),Read 2 Del Rate (num reads),Read 2 Del Rate (pct bases),Read 2 Del Rate (num bases),Read 2 Ins Rate (pct reads),Read 2 Ins Rate (num reads),Read 2 Ins Rate (pct bases),Read 2 Ins Rate (num bases),Read 2 N Rate (pct reads),Read 2 N Rate (num reads),Read 2 N Rate (pct bases),Read 2 N Rate (num bases),sample,method,depth
UT-UPHL-250411953004_bbnorm_50,22764,3063092,2.768,8223.91,1106.6,99.2884,11301,99.3116,3042006,0.0176,2,0.0195,598,175.51,99.8331,11363,99.8237,1528775,99.8331,11363,99.8237,1528775,0,0,0,0,0,0,0,0,55.333,6298,54.7325,838214,55.333,6298,54.7325,838214,0.6677,76,97.4707,1516721,43.8881,4987,2.5209,39227,42.7528,4858,0.7101,11049,3.4938,397,1.7547,27304,0.88,100,0.0562,874,1.1529,131,0.0084,131,99.4289,11317,99.3737,1522025,99.4289,11317,99.3737,1522025,0,0,0,0,0,0,0,0,52.091,5929,51.3043,785786,52.091,5929,51.3043,785786,1.0192,116,93.7688,1507016,47.6098,5388,6.2282,100098,46.4611,5258,0.8896,14298,3.3401,378,5.2974,85137,0.7776,88,0.0413,663,0.0353,4,0.003,48,UT-UPHL-250411953004,bbnorm,50
UT-UPHL-250411953004_bbnorm_100,44712,6056670,4.613,9692.49,1312.94,99.3782,22217,99.3915,6019816,0.0134,3,0.0149,902,175.55,99.8524,22323,99.847,3024185,99.8479,22322,99.8431,3024066,0.0045,1,0.0039,119,0,0,0,0,55.6137,12433,54.852,1661369,55.6137,12433,54.852,1661369,0.4965,111,95.6844,3001247,43.6769,9750,4.3079,135121,42.3733,9459,0.6651,20862,3.7988,848,3.5843,112426,0.9004,201,0.0584,1833,1.0886,243,0.0077,243,99.5035,22245,99.4548,3011344,99.499,22244,99.4509,3011225,0.0045,1,0.0039,119,0,0,0,0,53.6456,11993,52.7832,1598196,53.6456,11993,52.7832,1598196,0.7336,164,93.3963,2984825,46.0868,10252,6.602,210991,44.8505,9977,0.7865,25136,3.7222,828,5.7739,184526,0.7777,173,0.0416,1329,0.036,8,0.0017,54,UT-UPHL-250411953004,bbnorm,100
UT-UPHL-250411953004_bbnorm_200,87654,11897502,5.942,14752.44,2002.39,99.3885,43559,99.395,11825520,0.0068,3,0.0076,902,177.01,99.8859,43777,99.883,5942286,99.8859,43777,99.883,5942286,0,0,0,0,0,0,0,0,56.3831,24711,55.5112,3302502,56.3831,24711,55.5112,3302502,0.5545,243,95.6327,5899088,42.7645,18721,4.3578,268809,41.4327,18138,0.6318,38974,3.8308,1677,3.667,226196,0.8909,390,0.059,3639,1.318,577,0.0095,585,99.4821,43600,99.4347,5914627,99.4821,43600,99.4347,5914627,0,0,0,0,0,0,0,0,54.6832,23966,53.686,3193380,54.6832,23966,53.686,3193380,0.5727,251,94.4296,5866880,45.0321,19634,5.5687,345984,43.8073,19100,0.7184,44636,3.7225,1623,4.8019,298338,0.867,378,0.0484,3010,0.0183,8,0.0016,101,UT-UPHL-250411953004,bbnorm,200
UT-UPHL-250411953004_bbnorm_300,130236,17706716,7.558,17231.01,2342.71,99.4226,64742,99.4158,17603280,0.0154,10,0.017,3006,176.57,99.9079,65058,99.9042,8845370,99.9063,65057,99.9028,8845251,0.0015,1,0.0013,119,0,0,0,0,56.5128,36800,55.5928,4922108,56.5128,36800,55.5928,4922108,0.4853,316,95.4649,8782620,42.6804,27767,4.5262,416404,41.3954,26931,0.6182,56874,3.8719,2519,3.853,354468,0.8977,584,0.055,5062,1.2389,806,0.0088,814,99.507,64797,99.4582,8804899,99.5055,64796,99.4569,8804780,0.0015,1,0.0013,119,0,0,0,0,55.1368,35904,54.0638,4786194,55.1368,35904,54.0638,4786194,0.5313,346,96.1623,8736867,44.59,28893,3.8367,348583,43.3199,28070,0.7002,63613,3.8289,2481,3.0889,280640,0.8241,534,0.0477,4330,0.017,11,0.001,89,UT-UPHL-250411953004,bbnorm,300
UT-UPHL-250411953004_bbnorm_400,171694,23337928,9.077,18915.48,2571.13,99.4502,85375,99.4431,23207952,0.0186,16,0.0206,4818,176.73,99.9173,85776,99.9138,11659838,99.9161,85775,99.9128,11659719,0.0012,1,0.001,119,0,0,0,0,56.4528,48463,55.5171,6478789,56.4528,48463,55.5171,6478789,0.4415,379,94.6377,11577444,42.8208,36730,5.3534,654911,41.4778,35578,0.6062,74158,3.8845,3332,4.6888,573606,0.9187,788,0.0584,7147,1.2043,1033,0.0089,1089,99.5329,85446,99.4863,11608095,99.5317,85445,99.4853,11607976,0.0012,1,0.001,119,0,0,0,0,55.0211,47234,53.9171,6291063,55.0211,47234,53.9171,6291063,0.5207,447,94.6831,11518914,44.7195,38211,5.3158,646705,43.397,37081,0.6792,82625,3.8457,3286,4.5838,557658,0.9012,770,0.0528,6422,0.0164,14,0.0011,134,UT-UPHL-250411953004,bbnorm,400
UT-UPHL-250411953004_bbnorm_500,212068,28871745,8.93,23748.55,3233.22,99.4106,105409,99.4007,28698704,0.0189,20,0.0208,6018,176.91,99.9161,105945,99.9129,14423658,99.9151,105944,99.9121,14423539,0.0009,1,0.0008,119,0,0,0,0,56.7393,60163,55.8734,8066008,56.7393,60163,55.8734,8066008,0.464,492,95.0298,14322652,42.507,45034,4.9609,747696,41.2119,43662,0.6015,90658,3.7878,4013,4.3,648091,0.9448,1001,0.0594,8947,1.2384,1312,0.0093,1401,99.4898,105493,99.4403,14354720,99.4888,105492,99.4395,14354601,0.0009,1,0.0008,119,0,0,0,0,55.1946,58525,54.1422,7815709,55.1946,58525,54.1422,7815709,0.4772,506,95.754,14246307,44.5214,46967,4.2448,631545,43.2796,45657,0.676,100572,3.7443,3950,3.5173,523302,0.8674,915,0.0516,7671,0.0152,16,0.0011,170,UT-UPHL-250411953004,bbnorm,500
UT-UPHL-250411953004_bbnorm_1000,407018,55632532,14.959,27209.31,3719.06,99.4944,202480,99.4881,55347740,0.0201,41,0.0222,12354,177.29,99.9297,203366,99.9282,27798040,99.9292,203365,99.9278,27797921,0.0005,1,0.0004,119,0,0,0,0,56.5562,115097,55.6776,15488409,56.5562,115097,55.6776,15488409,0.4246,864,95.3041,27604461,42.5553,86543,4.6854,1357119,41.236,83860,0.601,174074,3.7179,7561,4.0276,1166573,0.9097,1850,0.0569,16472,1.4516,2952,0.0105,3033,99.5641,202622,99.5247,27682319,99.5637,202621,99.5243,27682200,0.0005,1,0.0004,119,0,0,0,0,55.2492,112437,54.2031,15076346,55.2492,112437,54.2031,15076346,0.455,926,95.2172,27478461,44.5085,90184,4.7817,1379923,43.25,87634,0.6562,189357,3.7094,7516,4.0764,1176383,0.839,1700,0.0491,14183,0.0173,35,0.0011,318,UT-UPHL-250411953004,bbnorm,1000
UT-UPHL-250411953004_bbnorm_5000,1449458,199456545,45.291,32003.24,4403.89,99.7726,723081,99.7858,199029272,0.0201,146,0.022,43914,177.39,99.9445,724327,99.943,99690367,99.9444,724326,99.9429,99690248,0.0001,1,0.0001,119,0,0,0,0,54.6835,396307,53.881,53744825,54.6835,396307,53.881,53744825,0.3739,2710,96.0432,98989086,43.7431,316843,3.9385,4059255,42.526,308027,0.6054,623963,3.4091,24693,3.2764,3376894,0.9294,6732,0.0567,58398,2.5661,18587,0.0184,18920,99.8328,723517,99.8208,99530589,99.8326,723516,99.8207,99530470,0.0001,1,0.0001,119,0,0,0,0,54.1746,392619,53.2,53045302,54.1746,392619,53.2,53045302,0.4208,3050,96.4091,98802541,45.7334,330889,3.5902,3679372,44.5744,322503,0.6627,679191,3.3674,24364,2.8805,2951992,0.821,5940,0.047,48189,0.0156,113,0.0007,668,UT-UPHL-250411953004,bbnorm,5000
UT-UPHL-250411953004_bbnorm_10000,1901844,262269154,62.467,30445.68,4198.54,99.8045,949063,99.8217,261801450,0.0169,161,0.0185,48424,177.57,99.9489,950436,99.9471,131094539,99.9488,950435,99.9471,131094420,0.0001,1,0.0001,119,0,0,0,0,54.4387,517670,53.6623,70385601,54.4387,517670,53.6623,70385601,0.3601,3424,96.5604,130179199,43.8328,416603,3.4195,4610085,42.8593,407350,0.6111,823923,3.351,31849,2.7607,3721849,0.7973,7578,0.0477,64313,2.8134,26740,0.0201,27104,99.859,949581,99.849,130907371,99.8589,949580,99.8489,130907252,0.0001,1,0.0001,119,0,0,0,0,54.0722,514184,53.1286,69654429,54.0722,514184,53.1286,69654429,0.4061,3862,96.8484,129962401,45.85,435383,3.1511,4228458,44.9238,426588,0.6664,894269,3.3125,31455,2.4474,3284254,0.6779,6437,0.0372,49935,0.0154,146,0.0006,766,UT-UPHL-250411953004,bbnorm,10000
UT-UPHL-250411953004_raw_all,1990664,274615245,64.138,31037.09,4281.62,99.8023,993364,99.8209,274123302,0.0164,163,0.0179,49026,177.39,99.9446,994781,99.9431,137261019,99.9445,994780,99.943,137260900,0.0001,1,0.0001,119,0,0,0,0,54.6555,544004,53.9118,74042060,54.6555,544004,53.9118,74042060,0.3566,3549,96.578,136303714,43.5936,433661,3.4018,4801004,42.654,424314,0.6117,863251,3.3775,33599,2.7437,3872267,0.7792,7751,0.0464,65486,2.828,28132,0.0202,28568,99.8583,993922,99.8488,137068513,99.8582,993921,99.8488,137068394,0.0001,1,0.0001,119,0,0,0,0,54.3419,540882,53.4362,73355132,54.3419,540882,53.4362,73355132,0.4013,3994,96.8774,136081117,45.5774,453004,3.122,4385321,44.6817,444101,0.6664,936134,3.3323,33120,2.4197,3398828,0.6602,6562,0.0359,50359,0.0175,174,0.0006,903,UT-UPHL-250411953004,raw,all
UT-UPHL-250411953004_seqkit_10,1974,274490,1.087,1816.6,252.6,100,987,100.0153,274532,0,0,0,0,178.05,100,987,100,137266,100,987,100,137266,0,0,0,0,0,0,0,0,54.6099,539,53.8626,73935,54.6099,539,53.8626,73935,1.0132,10,99.2289,136405,42.9585,424,0.7435,1022,42.1479,416,0.5674,780,2.5329,25,0.1448,199,0.6079,6,0.0313,43,3.8501,38,0.0276,38,100,987,100,137224,100,987,100,137224,0,0,0,0,0,0,0,0,56.0284,553,55.1631,75697,56.0284,553,55.1631,75697,0.8105,8,99.2025,136340,43.9716,434,0.7975,1096,43.2624,427,0.6156,846,2.8369,28,0.1543,212,0.5066,5,0.0276,38,0,0,0,0,UT-UPHL-250411953004,seqkit,10
UT-UPHL-250411953004_seqkit_30,5910,818339,2.058,2872.11,397.69,99.8985,2952,99.9038,817552,0,0,0,0,177.17,99.9662,2954,99.9631,409037,99.9662,2954,99.9631,409037,0,0,0,0,0,0,0,0,55.533,1641,54.6213,223504,55.533,1641,54.6213,223504,0.846,25,99.2075,406453,42.4848,1255,0.7713,3160,41.5708,1228,0.5682,2328,2.979,88,0.1618,663,0.6432,19,0.0412,169,2.9452,87,0.0212,87,99.9323,2953,99.9264,408850,99.9323,2953,99.9264,408850,0,0,0,0,0,0,0,0,55.9729,1654,54.9435,224802,55.9729,1654,54.9435,224802,1.1844,35,99.1782,406111,43.9892,1299,0.8218,3365,43.1426,1274,0.6359,2604,2.8784,85,0.1529,626,0.5418,16,0.033,135,0,0,0,0,UT-UPHL-250411953004,seqkit,30
UT-UPHL-250411953004_seqkit_50,9838,1359340,2.847,3455.04,477.39,99.8374,4911,99.8433,1357210,0.0203,1,0.0219,298,177.35,99.9797,4918,99.9778,679546,99.9797,4918,99.9778,679546,0,0,0,0,0,0,0,0,54.7672,2694,54.0066,367081,54.7672,2694,54.0066,367081,0.7115,35,99.1513,675039,43.0866,2119,0.8272,5632,42.0496,2068,0.5953,4053,3.1517,155,0.1867,1271,0.6303,31,0.0452,308,2.9687,146,0.0214,146,99.878,4913,99.8671,678740,99.878,4913,99.8671,678740,0,0,0,0,0,0,0,0,54.8079,2696,53.8334,365875,54.8079,2696,53.8334,365875,1.1588,57,99.1199,673948,45.1252,2217,0.8798,5982,44.1482,2169,0.6743,4585,3.0938,152,0.1753,1192,0.4885,24,0.0302,205,0.0204,1,0.0003,2,UT-UPHL-250411953004,seqkit,50
UT-UPHL-250411953004_seqkit_100,19694,2725465,3.342,5893.06,815.54,99.868,9834,99.8685,2721880,0.0102,1,0.0109,298,178.09,99.9797,9845,99.9778,1362441,99.9797,9845,99.9778,1362441,0,0,0,0,0,0,0,0,54.311,5348,53.5745,730083,54.311,5348,53.5745,730083,0.4773,47,99.1354,1353172,43.7481,4307,0.8418,11491,42.7628,4210,0.6109,8338,3.2504,320,0.1856,2533,0.711,70,0.0454,620,3.159,311,0.0228,311,99.8984,9837,99.8895,1361216,99.8984,9837,99.8895,1361216,0,0,0,0,0,0,0,0,53.9352,5311,53.0003,722247,53.9352,5311,53.0003,722247,0.7312,72,99.1036,1351405,46.01,4526,0.8963,12222,45.0849,4435,0.6831,9315,3.1412,309,0.177,2413,0.6303,62,0.0362,494,0.0102,1,0.0001,2,UT-UPHL-250411953004,seqkit,100
UT-UPHL-250411953004_seqkit_200,29546,4080706,3.194,9251.14,1277.71,99.8308,14748,99.8427,4074288,0.0068,1,0.0073,298,177.64,99.9526,14766,99.9549,2039686,99.9526,14766,99.9549,2039686,0,0,0,0,0,0,0,0,54.3153,8024,53.5711,1093176,54.3153,8024,53.5711,1093176,0.4738,70,97.6736,2025685,43.8033,6468,2.3043,47789,42.9094,6336,0.6128,12710,3.122,461,1.6514,34248,0.7043,104,0.0401,831,3.1153,460,0.0222,460,99.8782,14755,99.8689,2037424,99.8782,14755,99.8689,2037424,0,0,0,0,0,0,0,0,53.7535,7941,52.8068,1077312,53.7535,7941,52.8068,1077312,0.6498,96,97.6269,2022512,46.181,6814,2.372,49140,45.3473,6691,0.6816,14120,3.1244,461,1.6533,34251,0.6167,91,0.0371,769,0.0203,3,0.0011,23,UT-UPHL-250411953004,seqkit,200
UT-UPHL-250411953004_seqkit_300,39398,5440623,3.906,10086.92,1392.94,99.8274,19665,99.8436,5432114,0.0051,1,0.0055,298,177.32,99.9543,19690,99.9564,2719582,99.9543,19690,99.9564,2719582,0,0,0,0,0,0,0,0,54.5815,10752,53.8423,1464924,54.5815,10752,53.8423,1464924,0.4823,95,98.0237,2700754,43.6211,8589,1.9545,53851,42.773,8422,0.6195,17068,3.1894,628,1.293,35624,0.7263,143,0.0421,1159,3.0523,601,0.0218,601,99.868,19673,99.8586,2716010,99.868,19673,99.8586,2716010,0,0,0,0,0,0,0,0,53.9977,10637,53.047,1442801,53.9977,10637,53.047,1442801,0.5889,116,97.844,2696155,45.931,9036,2.1551,59386,45.1278,8878,0.6823,18801,3.2024,630,1.4354,39554,0.6201,122,0.0374,1031,0.0152,3,0.0008,23,UT-UPHL-250411953004,seqkit,300
UT-UPHL-250411953004_seqkit_400,59102,8157379,5.352,11042.01,1524.04,99.8139,29496,99.8304,8143544,0.0068,2,0.0074,600,177.21,99.9357,29532,99.934,4076824,99.9357,29532,99.934,4076824,0,0,0,0,0,0,0,0,54.34,16058,53.6011,2186665,54.34,16058,53.6011,2186665,0.4467,132,97.7776,4048296,43.932,12974,2.201,91128,43.0584,12716,0.6234,25812,3.2981,974,1.5334,63488,0.7653,226,0.0442,1828,3.0069,888,0.0214,888,99.868,29512,99.8577,4072060,99.868,29512,99.8577,4072060,0,0,0,0,0,0,0,0,53.9609,15946,53.0434,2163038,53.9609,15946,53.0434,2163038,0.5008,148,98.257,4042399,45.9677,13566,1.7423,71682,45.1477,13324,0.683,28100,3.2766,967,1.022,42047,0.6506,192,0.0373,1535,0.0136,4,0.0006,26,UT-UPHL-250411953004,seqkit,400
UT-UPHL-250411953004_seqkit_500,98500,13600105,6.274,15698.63,2167.54,99.8051,49154,99.8228,13576004,0.0061,3,0.0066,902,177.29,99.933,49217,99.9309,6796777,99.933,49217,99.9309,6796777,0,0,0,0,0,0,0,0,54.465,26824,53.7478,3655645,54.465,26824,53.7478,3655645,0.4244,209,97.4334,6749262,43.7654,21540,2.5451,176303,42.8693,21099,0.6193,42899,3.3464,1647,1.8806,130272,0.7538,371,0.0452,3132,2.94,1447,0.0214,1484,99.864,49183,99.8546,6788747,99.864,49183,99.8546,6788747,0,0,0,0,0,0,0,0,54.1929,26690,53.2995,3623637,54.1929,26690,53.2995,3623637,0.4711,232,97.7814,6739937,45.7333,22493,2.2181,152892,44.8549,22061,0.6734,46414,3.3365,1641,1.5104,104112,0.6201,305,0.0343,2366,0.0122,6,0.0004,30,UT-UPHL-250411953004,seqkit,500
UT-UPHL-250411953004_seqkit_1000,196952,27181064,9.564,20592.5,2841.94,99.802,98281,99.8214,27132516,0.0142,14,0.0155,4212,177.5,99.936,98413,99.9336,13584840,99.936,98413,99.9336,13584840,0,0,0,0,0,0,0,0,54.4539,53624,53.7419,7305602,54.4539,53624,53.7419,7305602,0.3666,361,96.9983,13489293,43.7889,43094,2.9806,414509,42.8876,42207,0.6183,85979,3.3624,3309,2.3146,321890,0.758,746,0.0477,6640,2.9366,2890,0.0211,2928,99.868,98346,99.8594,13568096,99.868,98346,99.8594,13568096,0,0,0,0,0,0,0,0,54.2488,53422,53.3836,7253332,54.2488,53422,53.3836,7253332,0.458,451,97.7166,13470388,45.6785,44923,2.283,314714,44.8,44059,0.6745,92986,3.3148,3260,1.5746,217059,0.6304,620,0.0339,4669,0.0132,13,0.0004,53,UT-UPHL-250411953004,seqkit,1000
UT-UPHL-250411953004_seqkit_5000,984348,135814425,33.509,29375.33,4053.03,99.811,491244,99.8296,135583012,0.0158,78,0.0173,23436,177.39,99.9466,491911,99.9451,67885393,99.9466,491911,99.9451,67885393,0,0,0,0,0,0,0,0,54.7201,269318,53.9726,36659626,54.7201,269318,53.9726,36659626,0.3613,1778,96.7004,67412106,43.5487,214221,3.2794,2286159,42.6124,209615,0.6114,426234,3.3896,16674,2.6207,1826946,0.7694,3785,0.0473,32979,2.8219,13881,0.0202,14074,99.8649,491509,99.856,67793912,99.8649,491509,99.856,67793912,0,0,0,0,0,0,0,0,54.3505,267499,53.4383,36280207,54.3505,267499,53.4383,36280207,0.4098,2017,97.0102,67305688,45.5725,223993,2.9892,2073887,44.6787,219600,0.667,462799,3.3312,16373,2.2861,1586097,0.6557,3223,0.036,24991,0.0163,80,0.0006,434,UT-UPHL-250411953004,seqkit,5000
UT-UPHL-250411953004_seqkit_10000,1969340,271675191,64.653,30459.95,4202.02,99.8031,982731,99.8216,271190510,0.0161,159,0.0176,47820,177.4,99.9444,984123,99.9428,135791077,99.9443,984122,99.9427,135790958,0.0001,1,0.0001,119,0,0,0,0,54.6545,538166,53.9099,73246758,54.6545,538166,53.9099,73246758,0.3577,3522,96.6245,134844149,43.5947,429025,3.3553,4682461,42.6532,419760,0.6119,853932,3.3798,33261,2.697,3763801,0.7782,7658,0.0464,64728,2.8281,27832,0.0203,28268,99.8592,983284,99.8498,135602346,99.8591,983283,99.8497,135602227,0.0001,1,0.0001,119,0,0,0,0,54.3411,535081,53.4349,72567945,54.3411,535081,53.4349,72567945,0.4034,3972,96.9088,134625557,45.5786,448167,3.0906,4293412,44.681,439341,0.6667,926192,3.3342,32785,2.3881,3317476,0.6591,6481,0.0358,49744,0.0174,171,0.0006,853,UT-UPHL-250411953004,seqkit,10000
UT-UPHL-250411998655_bbnorm_10,4444,584405,1.891,2350.5,309.1,97.8848,2175,98.1299,573476,0,0,0,0,168.38,98.3798,2186,98.6718,288309,98.3798,2186,98.6718,288309,0,0,0,0,0,0,0,0,61.0261,1356,60.2529,176053,61.0261,1356,60.2529,176053,0.9451,21,95.6293,286406,37.5114,820,4.3653,13074,36.0018,787,0.5499,1647,3.5224,77,3.7353,11187,0.7777,17,0.0801,240,0.7319,16,0.0053,16,97.9298,2176,98.1192,286719,97.9298,2176,98.1192,286719,0,0,0,0,0,0,0,0,57.6508,1281,57.2192,167203,57.6508,1281,57.2192,167203,1.7102,38,85.9502,284552,41.1305,895,14.0498,46514,39.4761,859,0.612,2026,4.182,91,13.3952,44347,0.6893,15,0.0426,141,0,0,0,0,UT-UPHL-250411998655,bbnorm,10
UT-UPHL-250411998655_bbnorm_30,13348,1785199,3.283,4066.38,543.85,98.8762,6599,98.9444,1766354,0.0599,4,0.0676,1206,173.64,99.4007,6634,99.4977,888161,99.4007,6634,99.4977,888161,0,0,0,0,0,0,0,0,59.125,3946,57.8768,516634,59.125,3946,57.8768,516634,0.8091,54,95.5997,882217,39.6593,2631,4.3904,40516,38.4836,2553,0.5795,5348,3.4067,226,3.7562,34663,0.7386,49,0.0547,505,1.3717,91,0.0099,91,98.9961,6607,99.0296,883893,98.9961,6607,99.0296,883893,0,0,0,0,0,0,0,0,57.5817,3843,56.4435,503789,57.5817,3843,56.4435,503789,1.0189,68,97.5409,877223,41.8344,2764,2.4566,22093,40.6841,2688,0.6886,6193,3.5417,234,1.7175,15446,0.7416,49,0.0505,454,0.0303,2,0.0026,23,UT-UPHL-250411998655,bbnorm,30
UT-UPHL-250411998655_bbnorm_50,22018,2941218,3.236,6805.1,909.04,99.1462,10915,99.1854,2917260,0.0454,5,0.0513,1508,174.56,99.6003,10965,99.6542,1465545,99.6003,10965,99.6542,1465545,0,0,0,0,0,0,0,0,59.8874,6593,58.7705,864297,59.8874,6593,58.7705,864297,0.654,72,96.5863,1455953,38.9603,4272,3.4036,51306,37.8933,4155,0.5785,8720,3.119,342,2.7773,41866,0.6931,76,0.0478,720,1.3862,152,0.0101,152,99.2733,10929,99.278,1459971,99.2733,10929,99.278,1459971,0,0,0,0,0,0,0,0,57.6619,6348,56.3635,828875,57.6619,6348,56.3635,828875,0.7812,86,98.1503,1449164,41.916,4581,1.8479,27284,40.9095,4471,0.6764,9987,3.2848,359,1.1178,16504,0.7503,82,0.0537,793,0.0274,3,0.0018,27,UT-UPHL-250411998655,bbnorm,50
UT-UPHL-250411998655_bbnorm_100,42440,5675277,3.641,11655.39,1558.61,99.3732,21087,99.3899,5640654,0.0141,3,0.016,906,172.11,99.7691,21171,99.799,2831905,99.7691,21171,99.799,2831905,0,0,0,0,0,0,0,0,59.3402,12592,58.1874,1651131,59.3402,12592,58.1874,1651131,0.4807,102,97.0034,2813300,39.6013,8384,2.9864,86612,38.7322,8200,0.5823,16888,3.0655,649,2.3551,68304,0.6518,138,0.049,1420,1.4029,297,0.0102,297,99.4392,21101,99.4235,2821309,99.4392,21101,99.4235,2821309,0,0,0,0,0,0,0,0,57.8605,12278,56.6088,1606370,57.8605,12278,56.6088,1606370,0.5891,125,96.7168,2801322,41.8132,8823,3.2829,95087,41.0028,8652,0.6471,18743,3.142,663,2.5931,75107,0.6019,127,0.0427,1237,0.0095,2,0.0002,7,UT-UPHL-250411998655,bbnorm,100
UT-UPHL-250411998655_bbnorm_200,81616,10966106,4.847,16840.15,2262.68,99.3555,40545,99.351,10894936,0.0172,7,0.0193,2112,173.61,99.8285,40738,99.8407,5474228,99.8285,40738,99.8407,5474228,0,0,0,0,0,0,0,0,58.3121,23796,57.137,3132797,58.3121,23796,57.137,3132797,0.4386,179,98.2386,5437412,40.6451,16558,1.75,96860,39.7737,16203,0.5959,32985,3.142,1280,1.0962,60675,0.7757,316,0.0578,3200,1.5489,631,0.0114,631,99.429,40575,99.3915,5449781,99.429,40575,99.3915,5449781,0,0,0,0,0,0,0,0,56.8271,23190,55.5187,3044173,56.8271,23190,55.5187,3044173,0.4827,197,97.3763,5410849,42.8466,17385,2.6232,145762,42.0382,17057,0.6445,35810,3.1374,1273,1.9231,106857,0.7566,307,0.0557,3095,0.0074,3,0.0005,27,UT-UPHL-250411998655,bbnorm,200
UT-UPHL-250411998655_bbnorm_300,117466,15815735,6.337,18535.54,2495.64,99.4313,58399,99.4264,15725018,0.0119,7,0.0133,2110,173.69,99.8689,58656,99.8755,7898297,99.8689,58656,99.8755,7898297,0,0,0,0,0,0,0,0,58.1785,34170,57.078,4513811,58.1785,34170,57.078,4513811,0.4069,239,96.7562,7845420,40.6608,23850,3.231,261987,39.7504,23316,0.5808,47094,3.0653,1798,2.5917,210145,0.8132,477,0.0586,4748,1.739,1020,0.0128,1035,99.4926,58435,99.4534,7864377,99.4926,58435,99.4534,7864377,0,0,0,0,0,0,0,0,56.4368,33147,55.1333,4359718,56.4368,33147,55.1333,4359718,0.4665,274,97.1058,7809253,43.2754,25288,2.8938,232723,42.4215,24789,0.6342,51000,3.0786,1799,2.2088,177630,0.7205,421,0.0509,4093,0.0086,5,0.0004,31,UT-UPHL-250411998655,bbnorm,300
