Analysis,Bam File,Sample,Method,Depth,SARS-CoV-2_1,SARS-CoV-2_2,SARS-CoV-2_3,SARS-CoV-2_4,SARS-CoV-2_5,SARS-CoV-2_6,SARS-CoV-2_7,SARS-CoV-2_8,SARS-CoV-2_9,SARS-CoV-2_10,SARS-CoV-2_11,SARS-CoV-2_12,SARS-CoV-2_13,SARS-CoV-2_14,SARS-CoV-2_15,SARS-CoV-2_16,SARS-CoV-2_17,SARS-CoV-2_18,SARS-CoV-2_19,SARS-CoV-2_20,SARS-CoV-2_21,SARS-CoV-2_22,SARS-CoV-2_23,SARS-CoV-2_24,SARS-CoV-2_25,SARS-CoV-2_26,SARS-CoV-2_27,SARS-CoV-2_28,SARS-CoV-2_29,SARS-CoV-2_30,SARS-CoV-2_31,SARS-CoV-2_32,SARS-CoV-2_33,SARS-CoV-2_34,SARS-CoV-2_35,SARS-CoV-2_36,SARS-CoV-2_37,SARS-CoV-2_38,SARS-CoV-2_39,SARS-CoV-2_40,SARS-CoV-2_41,SARS-CoV-2_42,SARS-CoV-2_43,SARS-CoV-2_44,SARS-CoV-2_45,SARS-CoV-2_46,SARS-CoV-2_47,SARS-CoV-2_48,SARS-CoV-2_49,SARS-CoV-2_50,SARS-CoV-2_51,SARS-CoV-2_52,SARS-CoV-2_53,SARS-CoV-2_54,SARS-CoV-2_55,SARS-CoV-2_56,SARS-CoV-2_57,SARS-CoV-2_58,SARS-CoV-2_59,SARS-CoV-2_60,SARS-CoV-2_61,SARS-CoV-2_62,SARS-CoV-2_63,SARS-CoV-2_64,SARS-CoV-2_65,SARS-CoV-2_66,SARS-CoV-2_67,SARS-CoV-2_68,SARS-CoV-2_69,SARS-CoV-2_70,SARS-CoV-2_71,SARS-CoV-2_72,SARS-CoV-2_73,SARS-CoV-2_74,SARS-CoV-2_75,SARS-CoV-2_76,SARS-CoV-2_77,SARS-CoV-2_78,SARS-CoV-2_79,SARS-CoV-2_80,SARS-CoV-2_81,SARS-CoV-2_82,SARS-CoV-2_83,SARS-CoV-2_84,SARS-CoV-2_85,SARS-CoV-2_86,SARS-CoV-2_87,SARS-CoV-2_88,SARS-CoV-2_89,SARS-CoV-2_90,SARS-CoV-2_91,SARS-CoV-2_92,SARS-CoV-2_93,SARS-CoV-2_94,SARS-CoV-2_95,SARS-CoV-2_96
FPCOV-1,UT-UPHL-240207447394_bbnorm_200_trimmed.sorted,UT-UPHL-240207447394,bbnorm,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,95.91,96.46,100,98.03,96.74,100,100,99.72,95.71,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_300_trimmed.sorted,UT-UPHL-240207447394,bbnorm,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,96.19,96.46,100,100,97.01,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_30_trimmed.sorted,UT-UPHL-240207447394,bbnorm,30,100,100,100,98.84,100,100,99.72,99.43,100,96.31,100,99.12,100,100,100,100,100,100,100,100,100,100,100,98.52,100,100,100,99.42,100,100,100,100,100,100,99.12,100,99.1,100,100,100,99.43,100,91.62,97.15,96.02,100,100,100,100,100,100,92.92,95.86,100,100,100,100,100,99.71,99.43,98.31,97.75,100,100,99.43,94.12,100,96.32,100,100,100,100,93.9,100,100,98.29,100,96.34,94.78,99.13,96.81,100,100,100,100,94.28,97.28,100,96.35,95.38,100,100,100,87.4,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_400_trimmed.sorted,UT-UPHL-240207447394,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,97.28,100,100,100,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_5000_trimmed.sorted,UT-UPHL-240207447394,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_500_trimmed.sorted,UT-UPHL-240207447394,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,97,100,100,100,97.28,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240207447394_bbnorm_50_trimmed.sorted,UT-UPHL-240207447394,bbnorm,50,100,100,100,100,100,100,99.43,100,100,100,100,100,100,99.43,100,100,100,95.65,100,100,100,100,100,98.22,100,100,100,100,100,100,100,97.38,100,100,100,100,100,100,98.57,100,100,100,98.32,97.72,98.58,100,100,100,100,100,100,96.73,100,100,100,100,100,100,100,99.71,100,100,100,100,100,100,97.07,100,100,100,100,100,100,100,100,100,100,99.72,99.71,100,100,100,100,100,100,96.19,96.46,100,95.51,96.74,100,100,99.72,91.15,99.72,100
FPCOV-1,UT-UPHL-240207447394_raw_all_trimmed.sorted,UT-UPHL-240207447394,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_10000_trimmed.sorted,UT-UPHL-240207447394,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_1000_trimmed.sorted,UT-UPHL-240207447394,seqkit,1000,100,100,100,100,100,100,100,100,100,100,92.49,100,100,100,100,100,100,100,95.21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.6,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,93.91,100,100,100,100,98.09,100,96.46,100,96.46,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_100_trimmed.sorted,UT-UPHL-240207447394,seqkit,100,100,92.94,99.16,100,73.45,97.13,99.43,100,96.13,99.72,35.84,100,96.58,100,100,100,100,100,52.69,100,100,100,100,45.27,96.73,100,95.49,97.97,100,100,98.85,100,29.17,100,100,100,100,87.54,93.12,100,97.99,100,38.27,98.01,95.45,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,98.6,100,100,100,98.24,100,100,100,47.02,100,100,89.24,100,100,99.43,100,96.9,89.28,100,100,99.41,100,97.55,100,96.19,96.46,92.92,98.6,94.02,96.55,100,100,98.93,99.72,100
FPCOV-1,UT-UPHL-240207447394_seqkit_10_trimmed.sorted,UT-UPHL-240207447394,seqkit,10,92.35,0,93.54,0,69.91,79.31,83.57,70.86,52.68,81.53,0,93.86,0,85.06,83.71,100,0,91.88,31.14,100,100,96.46,97.67,0,44.35,96.45,49.58,71.8,83.48,81.69,85.92,95.35,0,95.31,94.1,92.84,98.8,37.09,0,100,86.25,94.8,0,92.59,85.51,94.48,49.85,87.32,93.82,91.4,90.56,90.74,44.67,94.66,97.93,100,96.87,99.41,92.29,100,79.66,96.35,100,98.24,87.25,39.71,76.25,93.2,48.69,0,98.54,99.39,77.62,81.98,96.2,92.86,42.59,79.44,0,84.97,89.28,84.71,90.62,85.83,95.03,93.19,88.56,89.37,83.15,80.43,0,95.66,94.93,78.55,93.79,46.18
FPCOV-1,UT-UPHL-240207447394_seqkit_200_trimmed.sorted,UT-UPHL-240207447394,seqkit,200,100,92.94,100,100,73.45,97.13,99.43,100,96.13,99.72,35.84,100,96.58,100,100,100,100,100,95.21,100,100,100,100,89.64,100,100,95.49,97.97,100,100,98.85,100,71.13,100,100,100,100,87.54,97.71,100,100,100,75.14,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,47.02,100,100,98.26,100,100,99.43,100,98.31,89.28,100,100,99.41,100,97.55,100,96.19,96.46,94.01,98.6,97.01,96.55,100,100,98.93,99.72,100
FPCOV-1,UT-UPHL-240207447394_seqkit_300_trimmed.sorted,UT-UPHL-240207447394,seqkit,300,100,92.94,100,100,78.47,100,99.43,100,99.7,99.72,71.97,100,100,100,100,100,100,100,95.21,100,100,100,100,89.64,100,100,100,98.84,100,100,100,100,86.01,100,100,100,100,100,100,100,100,100,87.15,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.06,100,100,98.26,100,100,100,100,98.31,93.91,100,100,99.71,100,97.55,100,96.19,96.46,94.01,98.6,97.01,96.84,100,100,98.93,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_30_trimmed.sorted,UT-UPHL-240207447394,seqkit,30,100,92.65,98.31,43.9,73.45,87.93,98.02,100,96.13,96.31,0,94.74,83.23,90.23,99.43,100,98.5,94.78,52.69,100,100,100,100,0,44.35,100,94.08,89.24,98.84,97.09,93.39,97.38,0,100,100,100,100,46.29,43.84,100,95.42,95.09,0,97.72,85.51,100,84.57,91.74,100,98.85,100,97,92.6,99.16,100,100,100,99.41,100,100,100,97.19,100,100,97.17,78.53,93.26,99.43,94.46,0,100,99.39,77.62,88.66,99.71,92.86,100,92.68,0,100,97.39,88.82,99.12,90.46,100,93.46,93.73,91.55,90.73,89.13,82.76,100,100,88.2,98.31,96.03
FPCOV-1,UT-UPHL-240207447394_seqkit_400_trimmed.sorted,UT-UPHL-240207447394,seqkit,400,100,100,100,100,87.91,100,100,100,99.7,99.72,81.5,100,100,100,100,100,100,100,95.21,100,100,100,100,96.15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.15,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.06,100,100,100,100,100,100,100,99.72,93.91,100,100,100,100,97.55,100,96.46,96.46,94.28,98.6,97.01,97.99,100,100,98.93,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_5000_trimmed.sorted,UT-UPHL-240207447394,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_500_trimmed.sorted,UT-UPHL-240207447394,seqkit,500,100,100,100,100,92.04,100,100,100,100,100,92.49,100,100,100,100,100,100,100,95.21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.32,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,93.91,100,100,100,100,97.55,100,96.46,96.46,95.91,99.16,100,100,100,100,99.46,100,100
FPCOV-1,UT-UPHL-240207447394_seqkit_50_trimmed.sorted,UT-UPHL-240207447394,seqkit,50,100,92.65,98.31,95.64,73.45,95.98,98.02,100,96.13,96.31,35.84,94.74,95.34,97.13,100,100,98.5,100,52.69,100,100,100,100,39.35,52.38,100,94.08,94.19,100,97.09,98.85,100,0,100,100,100,100,67.36,43.84,100,97.99,100,37.99,97.72,95.45,100,91.69,95.28,100,99.14,100,97,92.6,100,100,100,100,99.41,100,100,100,98.03,100,100,100,78.53,100,99.43,94.46,27.9,100,99.69,85.17,92.15,99.71,94.57,100,96.9,0,100,100,99.41,100,97,100,94.82,96.46,91.55,90.73,89.95,84.77,100,100,97.05,99.15,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_10000_trimmed.sorted,UT-UPHL-240207487206,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_1000_trimmed.sorted,UT-UPHL-240207487206,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,97.55,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_100_trimmed.sorted,UT-UPHL-240207487206,bbnorm,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.88,100,100,100,100,100,100,100,100,96.73,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,96.73,96.73,96.19,100,96.74,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_10_trimmed.sorted,UT-UPHL-240207487206,bbnorm,10,100,96.47,90.45,100,94.99,92.24,89.24,94.29,100,92.33,91.91,94.74,100,91.67,95.43,100,94.01,99.42,89.22,100,94.75,98.82,100,87.28,100,99.11,93.24,97.09,76.81,92.73,89.37,86.34,98.21,100,98.53,100,100,97.92,100,94.4,91.4,92.77,96.65,87.75,97.44,100,100,100,94.71,92.84,84.96,86.92,85.5,93.26,92.9,77.23,92.02,94.72,95.14,93.71,97.46,99.16,100,100,95.18,87.65,100,90.37,100,71.47,100,93.58,97.97,99.71,85.67,94.86,92.59,92.39,99.71,93.93,96.81,90.59,100,90.19,96.2,90.74,83.38,77.66,87.64,84.24,79.02,97.4,94.37,91.42,89.83,96.6
FPCOV-1,UT-UPHL-240207487206_bbnorm_200_trimmed.sorted,UT-UPHL-240207487206,bbnorm,200,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,99.43,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97.55,100,96.46,96.46,96.19,100,97.01,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_300_trimmed.sorted,UT-UPHL-240207487206,bbnorm,300,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,96.19,97.28,96.46,100,97.55,100,100,100,96.25,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_30_trimmed.sorted,UT-UPHL-240207487206,bbnorm,30,100,100,98.03,100,100,100,99.15,99.43,100,98.01,100,95.32,100,100,96.57,100,97.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.97,100,100,100,100,100,98.52,100,100,97.71,100,97.77,95.16,100,100,100,100,97.65,97.99,100,92.1,100,98.88,100,100,100,100,97.14,100,98.31,99.16,100,100,96.88,91.18,100,98.3,100,100,100,100,100,100,100,93.14,100,97.18,96.81,99.42,100,96.76,100,100,100,95.91,97.28,92.92,96.91,93.75,97.99,100,96.06,88.74,99.72,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_400_trimmed.sorted,UT-UPHL-240207487206,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,97,100,96.46,100,97.55,100,100,100,99.73,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_5000_trimmed.sorted,UT-UPHL-240207487206,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_500_trimmed.sorted,UT-UPHL-240207487206,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,95.91,97.28,96.46,100,97.55,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_bbnorm_50_trimmed.sorted,UT-UPHL-240207487206,bbnorm,50,100,100,100,100,100,100,100,100,100,98.3,100,100,100,100,95.71,100,100,100,100,100,100,100,100,97.63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.71,100,98.6,98.58,99.72,100,100,100,100,100,100,96.73,100,99.16,100,100,100,100,100,100,100,99.16,100,100,99.43,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,95.91,100,96.19,96.19,91.55,99.72,94.84,100,100,97.46,93.83,100,100
FPCOV-1,UT-UPHL-240207487206_raw_all_trimmed.sorted,UT-UPHL-240207487206,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_10000_trimmed.sorted,UT-UPHL-240207487206,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,97,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_1000_trimmed.sorted,UT-UPHL-240207487206,seqkit,1000,100,100,100,100,99.12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,95.36,100,100,100,100,96.46,100,95.91,100,96.46,100,97.28,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_100_trimmed.sorted,UT-UPHL-240207487206,seqkit,100,100,44.41,100,100,98.82,100,96.32,92.57,100,98.3,100,100,100,100,98,100,100,96.81,100,100,100,100,100,89.05,100,100,100,95.35,95.94,96.8,100,97.97,82.44,100,100,100,100,73.59,100,100,89.68,100,96.93,100,98.01,100,100,100,100,100,98.23,96.73,100,100,100,100,100,100,97.14,100,100,99.72,100,100,97.45,85.88,100,100,100,100,100,100,95.35,100,100,95.43,100,99.72,84.93,99.13,100,82.35,100,86.92,100,91.83,97.28,94.82,95.79,87.23,99.43,95.66,99.15,91.96,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_10_trimmed.sorted,UT-UPHL-240207487206,seqkit,10,98.24,0,100,90.99,20.94,91.95,86.69,40.29,89.58,72.73,95.09,83.04,100,85.06,84.57,86.14,21.26,41.16,99.4,97.9,81.79,44.25,99.71,0,41.96,100,93.24,28.49,42.03,70.64,59.2,85.17,0,95.01,88.2,86.57,100,0,85.1,100,73.64,94.51,46.93,89.46,84.38,100,0,92.63,88.53,85.96,84.37,90.46,63.61,98.88,100,94.52,99.43,94.43,62.57,92,41.24,91.57,100,80,89.24,0,89.74,88.39,94.75,45.77,99.13,94.5,87.5,92.73,83.04,84.29,90.43,75.49,0,88.44,100,0,96.77,57.49,93.57,29.43,81.2,76.57,85.11,81.52,85.92,0,92.68,82.31,93.79,84.99
FPCOV-1,UT-UPHL-240207487206_seqkit_200_trimmed.sorted,UT-UPHL-240207487206,seqkit,200,100,87.65,100,100,98.82,100,96.6,92.86,100,98.58,100,100,100,100,98,100,100,100,100,100,100,100,100,89.05,100,100,100,95.35,97.39,96.8,100,100,82.44,100,100,100,100,93.77,100,100,91.98,100,96.93,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,99.72,100,100,97.45,86.76,100,100,100,100,100,100,100,100,100,95.43,100,99.72,93.62,99.13,100,84.12,100,94.55,100,91.83,97.28,95.1,95.79,87.23,100,100,100,91.96,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_300_trimmed.sorted,UT-UPHL-240207487206,seqkit,300,100,87.65,100,100,98.82,100,97.73,100,100,98.58,100,100,100,100,98,100,100,100,100,100,100,100,100,89.05,100,100,100,97.38,100,96.8,100,100,82.44,100,100,100,100,93.77,100,100,100,100,98.6,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,99.72,100,100,98.58,90.88,100,100,100,100,100,100,100,100,100,95.43,100,99.72,93.62,100,100,98.53,100,94.55,100,92.1,97.28,95.1,100,94.84,100,100,100,91.96,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_30_trimmed.sorted,UT-UPHL-240207487206,seqkit,30,100,0,100,100,87.02,99.71,96.32,86,100,94.6,95.95,85.96,100,100,89.71,100,97.31,90.14,100,100,100,96.76,100,43.49,100,100,100,71.51,95.94,96.8,98.85,88.08,38.99,97.95,98.82,100,100,31.45,100,100,73.64,100,94.13,93.73,87.5,100,92.88,100,100,98.28,92.04,90.74,100,99.16,100,100,100,100,96,97.14,98.31,92.98,100,100,91.78,39.71,99.41,97.45,100,89.34,99.13,100,90.7,100,95.91,89.43,92.59,96.9,0,98.27,100,82.35,98.83,58.58,98.54,90.46,84.47,90.46,92.13,87.23,97.99,46.82,98.03,87.67,93.79,93.77
FPCOV-1,UT-UPHL-240207487206_seqkit_400_trimmed.sorted,UT-UPHL-240207487206,seqkit,400,100,87.65,100,100,98.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90.83,100,100,100,98.84,100,96.8,100,100,93.15,100,100,100,100,100,100,100,100,100,98.6,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.29,100,99.72,93.62,100,100,98.53,100,94.55,100,94.55,97.28,96.46,100,97.28,100,100,100,91.96,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_5000_trimmed.sorted,UT-UPHL-240207487206,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.13,100,100,100,100,98.09,100,97,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_500_trimmed.sorted,UT-UPHL-240207487206,seqkit,500,100,96.47,100,100,98.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.93,100,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.29,100,99.72,93.62,100,100,100,100,96.19,100,95.91,97.28,96.46,100,97.28,100,100,100,95.17,100,100
FPCOV-1,UT-UPHL-240207487206_seqkit_50_trimmed.sorted,UT-UPHL-240207487206,seqkit,50,100,0,100,100,98.82,100,96.32,86.57,100,98.3,95.95,95.03,100,100,96,100,100,90.14,100,100,100,99.41,100,43.49,100,100,100,87.21,95.94,96.8,100,90.7,38.99,99.71,100,100,100,73.29,100,100,78.51,100,94.41,95.16,88.07,100,92.88,100,100,100,98.23,96.73,100,99.16,100,100,100,100,97.14,97.14,100,97.75,100,100,95.47,47.94,100,97.45,100,100,100,100,95.35,100,95.91,94,100,98.87,43.48,98.27,100,82.35,100,79.29,98.54,90.46,92.1,94.82,93.26,87.23,99.43,95.66,99.15,91.96,100,93.77
FPCOV-1,UT-UPHL-240207499241_bbnorm_10000_trimmed.sorted,UT-UPHL-240207499241,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
