	summarized	lineages	abundances	resid	coverage
240711-SBWRDSC26-UT_bbnorm_100_variants.tsv	[('KP.3* (KP.3.X)', 0.7486641055563823), ('BA.2.86* (BA.2.86.X)', 0.21051856740993727), ('KP.3.1.1* (KP.3.1.1.X)', 0.04081636433832903)]	KP.3.5 KP.2.6 KP.2.3.1 MC.19 LB.1 KP.3.2.5 LP.11 JN.1.16.1 KP.2.3.6 LF.2	0.71069195 0.07092182 0.05462501 0.04081636 0.04081617 0.03797216 0.02049367 0.01000707 0.00787448 0.00578035	11.405698335131135	88.76366919707053
240711-SBWRDSC26-UT_seqkit_100_variants.tsv	[('KP.3* (KP.3.X)', 0.6999967645159361), ('BA.2.86* (BA.2.86.X)', 0.258606486737598), ('KP.3.1.1* (KP.3.1.1.X)', 0.04137358510325693)]	KP.3.5 KP.2 LB.1.5 KP.3 LP.11 MC.19.1 MC.19 KP.2.3.1 KP.2.3.15 KP.2.3.7	0.64705907 0.12005128 0.07316795 0.05293769 0.03030297 0.02714841 0.01422518 0.01191666 0.01160593 0.01156170	6.59523890777171	35.64859713072267
240711-SBWRDSC26-UT_bbnorm_200_variants.tsv	[('KP.3* (KP.3.X)', 0.7537759971600714), ('BA.2.86* (BA.2.86.X)', 0.20200577306827633), ('KP.3.1.1* (KP.3.1.1.X)', 0.04421770038862892)]	KP.3.5 KP.2.3.1 KP.2.6 MC.19 LB.1 KP.3.2.5 LP.11 KP.1.1.3	0.72347300 0.06521711 0.06060601 0.04421770 0.03040524 0.03030300 0.02678570 0.01899171	10.909504977609814	88.71016285991372
240711-SBWRDSC26-UT_seqkit_200_variants.tsv	[('KP.3* (KP.3.X)', 0.7647059852117833), ('BA.2.86* (BA.2.86.X)', 0.1997367502788454), ('KP.3.1.1* (KP.3.1.1.X)', 0.03555530350505264)]	KP.3.5 KP.3 KP.2 LB.1.5 LP.11 KP.2.3.1 MC.19.1 MC.19	0.61904800 0.14565798 0.10858856 0.03448214 0.03000000 0.02666605 0.02360959 0.01194572	6.14663131939337	43.11273116409725
240711-SBWRDSC26-UT_bbnorm_300_variants.tsv	[('KP.3* (KP.3.X)', 0.7489929201862335), ('BA.2.86* (BA.2.86.X)', 0.20347764368211474), ('KP.3.1.1* (KP.3.1.1.X)', 0.04750030020953997)]	KP.3.5 KP.2.3.1 KP.2.6 MC.19 LP.11 LB.1 KP.3.2.5 KP.3 KP.1.1.3	0.71337594 0.06618232 0.06468655 0.04750030 0.03580557 0.03370448 0.02919710 0.00641987 0.00309873	11.173896433519896	88.72688359027522
240711-SBWRDSC26-UT_seqkit_300_variants.tsv	[('KP.3* (KP.3.X)', 0.7827961153467861), ('BA.2.86* (BA.2.86.X)', 0.17952179591076123), ('KP.3.1.1* (KP.3.1.1.X)', 0.03765731262388765)]	KP.3.5 KP.3 KP.2.6 LP.11 MC.19.1 JN.1.9.1 KP.2.3.1 KP.2.3.15 MC.19	0.63793108 0.14486503 0.10673350 0.02857136 0.02534899 0.01719322 0.01381568 0.01320804 0.01230832	6.252372910620252	49.91806842122864
240711-SBWRDSC26-UT_bbnorm_400_variants.tsv	[('KP.3* (KP.3.X)', 0.7454561306970157), ('BA.2.86* (BA.2.86.X)', 0.22574425422524252), ('KP.3.1.1* (KP.3.1.1.X)', 0.028790824440585616)]	KP.3.5 KP.2.3.1 KP.2.6 LB.1 KP.3.2.5 MC.19 LP.11 KP.3 KP.1.1.3 KP.2.11	0.70666700 0.06324016 0.06323162 0.06021814 0.02919710 0.02879082 0.02822580 0.00959203 0.00829712 0.00253143	11.43935931987846	88.86399357923955
240711-SBWRDSC26-UT_seqkit_400_variants.tsv	[('KP.3* (KP.3.X)', 0.787780800997802), ('BA.2.86* (BA.2.86.X)', 0.16673856622838135), ('KP.3.1.1* (KP.3.1.1.X)', 0.045432709838461226)]	KP.3.5 KP.3 KP.2.6 KP.2.3.1 MC.19.1 LP.11 JN.1.9.1 MC.19 MC.16 KP.3.1.1 MC.46	0.65168538 0.13609542 0.08331962 0.03882506 0.02558911 0.02450960 0.02008429 0.01291068 0.00231097 0.00231097 0.00231097	5.9135978582816975	56.55619837474501
240711-SBWRDSC26-UT_bbnorm_500_variants.tsv	[('KP.3* (KP.3.X)', 0.7467952354661083), ('BA.2.86* (BA.2.86.X)', 0.2112968353155019), ('KP.3.1.1* (KP.3.1.1.X)', 0.041907439381775005)]	KP.3.5 KP.2.6 KP.2.3.1 LP.11 LB.1 MC.19 KP.3.2.5 KP.3 KP.2.3.6	0.71144299 0.06323180 0.05869597 0.04523420 0.04267061 0.04190744 0.02919710 0.00615514 0.00146426	11.381290656773318	88.73357188241982
240711-SBWRDSC26-UT_seqkit_500_variants.tsv	[('KP.3* (KP.3.X)', 0.7707391241314718), ('BA.2.86* (BA.2.86.X)', 0.19045079849427018), ('KP.3.1.1* (KP.3.1.1.X)', 0.03878804932459627)]	KP.3.5 KP.3 KP.3.2.5 LB.1 KP.2.3.1 KP.2.6 MC.30 KP.2 LP.11 KP.2.27	0.61728405 0.08698296 0.06647212 0.05578349 0.04427661 0.04166193 0.03878805 0.02463296 0.02108427 0.00301154	5.498432988660316	66.43480587232051
240711-SBWRDSC26-UT_bbnorm_1000_variants.tsv	[('KP.3* (KP.3.X)', 0.7459148753197808), ('BA.2.86* (BA.2.86.X)', 0.22303284611329174), ('KP.3.1.1* (KP.3.1.1.X)', 0.030169908961393016)]	KP.3.5 KP.2.6 LB.1 KP.2.3.1 LP.11 MC.19 KP.3.2.5 KP.2 KP.3 LA.1 KP.2.11 KP.2.3.6	0.71070598 0.06323167 0.05063261 0.04923017 0.04179570 0.03016991 0.02919710 0.01116652 0.00601180 0.00321525 0.00257712 0.00118381	10.417573449684863	88.90412333210715
240711-SBWRDSC26-UT_seqkit_1000_variants.tsv	[('KP.3* (KP.3.X)', 0.7974718052106351), ('BA.2.86* (BA.2.86.X)', 0.16288373656118532), ('KP.3.1.1* (KP.3.1.1.X)', 0.039589555124536255)]	KP.3.5 KP.3 KP.2.6 KP.2.3.1 LB.1 MC.19 LP.11 KP.2.27	0.62804897 0.16942283 0.04650286 0.04346496 0.04344591 0.03958956 0.02796046 0.00150955	8.19898077113945	79.71775407149784
240711-SBWRDSC26-UT_bbnorm_5000_variants.tsv	[('KP.3* (KP.3.X)', 0.7459779839469262), ('BA.2.86* (BA.2.86.X)', 0.21740206850293584), ('KP.3.1.1* (KP.3.1.1.X)', 0.03433131758304654)]	KP.3.5 KP.3 KP.2.6 LB.1 LP.11 KP.2.3.1 MC.19 KP.2 KP.3.2.5 KP.2.11	0.63859011 0.07819077 0.06323123 0.04263169 0.03845189 0.03726520 0.03433132 0.03324563 0.02919711 0.00257643	9.964423995997638	89.2452262314818
240711-SBWRDSC26-UT_seqkit_5000_variants.tsv	[('KP.3* (KP.3.X)', 0.7238853820538296), ('BA.2.86* (BA.2.86.X)', 0.2388850899649221), ('KP.3.1.1* (KP.3.1.1.X)', 0.03636535439720471)]	KP.3.5 KP.2.6 KP.3 KP.2 LB.1 KP.2.3.1 MC.19 LP.11 KP.3.2.5 KP.2.3.6 MC.10	0.63525333 0.07357836 0.06640986 0.04716983 0.04420984 0.03865662 0.03530939 0.03392730 0.02222220 0.00134314 0.00105596	10.041249314565935	95.93686252215497
240711-SBWRDSC26-UT_bbnorm_10000_variants.tsv	[('KP.3* (KP.3.X)', 0.745978957816495), ('BA.2.86* (BA.2.86.X)', 0.21809869996175968), ('KP.3.1.1* (KP.3.1.1.X)', 0.03346991412741912)]	KP.3.5 KP.3 KP.2.6 LB.1 LP.11 KP.2.3.1 KP.2 MC.19 KP.3.2.5 KP.2.11	0.63859000 0.07819183 0.06322959 0.04254762 0.03845187 0.03726100 0.03403456 0.03346991 0.02919712 0.00257407	9.525285724748278	89.2452262314818
240711-SBWRDSC26-UT_seqkit_10000_variants.tsv	[('KP.3* (KP.3.X)', 0.7463820389574763), ('BA.2.86* (BA.2.86.X)', 0.21773911874532637), ('KP.3.1.1* (KP.3.1.1.X)', 0.033514746081561894)]	KP.3.5 KP.3 KP.2.6 LB.1 LP.11 KP.2.3.1 KP.2 MC.19 KP.3.2.5	0.63859014 0.07859484 0.06293582 0.04254429 0.03845189 0.03724833 0.03655879 0.03351475 0.02919705	10.331416493738793	95.95358325251647
240516-AVWRF29-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9988803167008053)]	BA.2.86.1 JN.1.11 JN.1.32 JN.1.35 BA.2.86	0.41149570 0.29086554 0.24260196 0.05274284 0.00117428	26.666264092865532	92.49239206768551
240516-AVWRF29-UT_bbnorm_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 1.0000000865033172)]	BA.2.86.1 JN.1.11	0.78571429 0.21428580	27.70911586311434	90.91395512155971
240516-AVWRF29-UT_seqkit_10_variants.tsv	[('KP.3* (KP.3.X)', 0.49596469005543015), ('BA.2.86* (BA.2.86.X)', 0.4637046461426204), ('Omicron', 0.04032214314283657)]	KP.3.1.8 KP.3.1.7 KP.3.1 XEN.1 XEN KP.3.2.5 KP.1.1.6 MU.5 KP.2.6.1 KP.3.2.3 KP.2.24 KP.1.1.5 KP.2.7 KP.1.1.2 KP.2.6 KP.2.16 KP.2.18 KP.2.8 KP.3.2 KP.3.7 KP.1.1 KP.2.15 KP.2.10 KP.3.6 KP.2 KP.1 KP.3 KP.6 KP.7 JN.1.11.2 JN.1.11.1 JN.1.11 JN.11.1 JN.11	0.12499942 0.12499942 0.12499942 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107 0.02016107	1.417466726526091	6.206735110189613
240516-AVWRF29-UT_bbnorm_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 1.0000000035826955)]	BA.2.86.1 JN.1.11 JN.1.32	0.56838110 0.27777778 0.15384112	31.205229372856373	92.15128916831087
240516-AVWRF29-UT_seqkit_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999985855851273)]	JN.1.11 JN.1.32 JN.1.35 JN.1.19 JN.1.39 JN.1.55 JN.1.1 JN.1	0.55637319 0.14285690 0.08333328 0.04348704 0.04348704 0.04348704 0.04348704 0.04348704	9.012933319598876	22.75691402200448
240516-AVWRF29-UT_bbnorm_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999999858739322)]	BA.2.86.1 JN.1.11 JN.1.32	0.48287044 0.30379698 0.21333256	29.279734537345284	92.13456843794937
240516-AVWRF29-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999948096941528)]	BA.2.86.1 JN.1.11 JN.1.35 JN.1.32	0.48461128 0.33333271 0.11538472 0.06666609	13.199491617480101	36.531451693809984
240516-AVWRF29-UT_bbnorm_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999999236110493)]	BA.2.86.1 JN.1.11 JN.1.32	0.45893101 0.29545500 0.24561391	28.226442880584287	92.15128916831087
240516-AVWRF29-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999888165573785)]	JN.1.11 JN.1.32 JN.1.35	0.75224363 0.16666468 0.08108051	12.838527911384833	49.25592749891315
240516-AVWRF29-UT_bbnorm_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999949957902474)]	BA.2.86.1 JN.1.11 JN.1.35 JN.1.32	0.28404933 0.26643641 0.22475500 0.22475426	31.33573538409128	92.13456843794937
240516-AVWRF29-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999902099539525)]	JN.1.11 JN.1.32 JN.1.35	0.74522983 0.17142750 0.08333288	13.855125869848166	55.991037688526234
240516-AVWRF29-UT_bbnorm_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999997132781132)]	BA.2.86.1 JN.1.11 JN.1.32 JN.1.35 BA.2.86	0.30522277 0.28571402 0.21205395 0.19438398 0.00262498	28.433954262561656	92.13456843794937
240516-AVWRF29-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999851547392048)]	JN.1.11 JN.1.32 JN.1.35	0.70433575 0.19565000 0.09999941	14.280353847206289	58.43226432130555
240516-AVWRF29-UT_bbnorm_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999992782849307)]	BA.2.86.1 JN.1.11 JN.1.32 JN.1.35 BA.2.86	0.32502125 0.29584411 0.19780198 0.17953297 0.00179898	29.331600272541827	92.13456843794937
240516-AVWRF29-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999962082982959)]	JN.1.11 JN.1.32 JN.1.35	0.72571060 0.21428554 0.06000006	15.359379558137457	64.40156506036183
240516-AVWRF29-UT_bbnorm_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999984058312525)]	JN.1.11 JN.1.32 JN.1.35 BA.2.86	0.64559848 0.19783197 0.15503897 0.00152898	28.096297764803907	92.13456843794937
240516-AVWRF29-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999883843662012)]	JN.1.11 JN.1.32 JN.1.35	0.73635246 0.20909025 0.05454568	15.553756212463053	81.08550981506872
240516-AVWRF29-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9985444457959695)]	JN.1.11 JN.1.32 JN.1.35	0.65927188 0.24246712 0.09680545	30.520788355321155	92.28171086513059
240516-AVWRF29-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9997340072092428)]	JN.1.11 JN.1.32 JN.1.35	0.68684905 0.26600993 0.04687502	16.952429100922707	91.12129217804234
240516-AVWRF29-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9986895056093491)]	JN.1.11 JN.1.32 JN.1.35 BA.2.86 BA.2.86.1	0.70082242 0.24260468 0.05293846 0.00117440 0.00114954	26.482092401938885	92.28171086513059
240516-AVWRF29-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9988803167008053)]	BA.2.86.1 JN.1.11 JN.1.32 JN.1.35 BA.2.86	0.41149570 0.29086554 0.24260196 0.05274284 0.00117428	26.666264092865532	92.49239206768551
240516-AVWRF29-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9989636931554385)]	JN.1.11 JN.1.32 JN.1.35 BA.2.86 BA.2.86.1	0.70109229 0.24260600 0.05293811 0.00117789 0.00114940	26.08032456183729	92.28171086513059
240516-AVWRF29-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9988803167008053)]	BA.2.86.1 JN.1.11 JN.1.32 JN.1.35 BA.2.86	0.41149570 0.29086554 0.24260196 0.05274284 0.00117428	26.666264092865532	92.49239206768551
240305-JSSDWRF36-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9810880483931224), ('Other', 0.01476661568754395)]	JN.1.51 JN.1 B.1.1.216 B.1.1.28 B.1.609	0.49999997 0.48108808 0.01000000 0.00304858 0.00171804	51.07193090381803	96.63913319733805
240305-JSSDWRF36-UT_bbnorm_10_variants.tsv	[('Other', 0.9999970813977038)]	B.1.1.277 B.1.1.33 B.1.1.174 B.1.1 B.1.377 B.1.540 B.1	0.14285673 0.14285673 0.14285673 0.14285673 0.14285673 0.14285673 0.14285673	43.21737230489737	91.36875898739257
240305-JSSDWRF36-UT_seqkit_10_variants.tsv	[('Other', 0.9999999453721156)]	B.11	0.99999995	12.595757597731374	0.9497374845333244
240305-JSSDWRF36-UT_bbnorm_30_variants.tsv	[('Other', 0.9999984780611268)]	B.1.1.277 B.1.1.33 B.1.1.174 B.1.1 B.1.540 B.1.377 B.1 B.1.1.216	0.13756592 0.13756592 0.13756592 0.13756592 0.13756592 0.13756592 0.13756592 0.03703703	45.42826160901909	96.52877637695215
240305-JSSDWRF36-UT_seqkit_30_variants.tsv	[('Other', 0.9999996191032804)]	B.11	0.99999962	20.66344358448324	5.029595692739859
240305-JSSDWRF36-UT_bbnorm_50_variants.tsv	[('Other', 0.9999945487292768)]	B.1.1.277 B.1.1.33 B.1.1.174 B.1.1 B.1.540 B.1.377 B.1 B.1.1.216	0.13975077 0.13975077 0.13975077 0.13975077 0.13975077 0.13975077 0.13975077 0.02173916	46.95862456765418	96.52877637695215
240305-JSSDWRF36-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999982904929406)]	JN.10	0.99999829	23.207814831528644	12.781326288332274
240305-JSSDWRF36-UT_bbnorm_100_variants.tsv	[('Other', 0.9999950251669802)]	B.1.1.277 B.1.1.174 B.1.1 B.1.540 B.1.377 B.1 B.1.1.216	0.16450133 0.16450133 0.16450133 0.16450133 0.16450133 0.16450133 0.01298707	48.454664279832855	96.52877637695215
240305-JSSDWRF36-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999986325695733)]	JN.10	0.99998633	22.439710651888234	26.682941510885197
240305-JSSDWRF36-UT_bbnorm_200_variants.tsv	[('Other', 0.9999995051180318)]	B.1.1.220 B.1.1.216	0.98765380 0.01234571	51.79842121857952	96.52877637695215
240305-JSSDWRF36-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9333352324226979), ('Other', 0.06666126905081875)]	JN.1.3 JN.1 B.1.609	0.46666762 0.46666762 0.06666127	26.916211122123237	44.283182289402404
240305-JSSDWRF36-UT_bbnorm_300_variants.tsv	[('Other', 0.9999999192731666)]	B.1.1.220 B.1.1.216 B.1.1.28 B.1.609	0.98204876 0.01190480 0.00352113 0.00252523	55.3638195257192	96.52877637695215
240305-JSSDWRF36-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9599959692486946), ('Other', 0.03997909189447981)]	JN.1.3 JN.1 B.1.609	0.47999798 0.47999798 0.03997909	28.647750205642	81.21927565796074
240305-JSSDWRF36-UT_bbnorm_400_variants.tsv	[('Other', 0.9999924444229066)]	B.1.1.220 B.1.1.216 B.1.1.28 B.1.609	0.98406361 0.01086968 0.00305802 0.00200114	56.843944023771385	96.52877637695215
240305-JSSDWRF36-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999571441679203)]	JN.1	0.99995714	29.13330108107497	83.57689863893255
240305-JSSDWRF36-UT_bbnorm_500_variants.tsv	[('Other', 0.9999903338971742)]	B.1.1.220 B.1.1.216 B.1.1.28 B.1.1.121 B.1.609	0.98248830 0.01063835 0.00304872 0.00209644 0.00171853	53.823152252714856	96.52877637695215
240305-JSSDWRF36-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999989711457484)]	JN.1	0.99999897	29.321262927912855	85.67367822626493
240305-JSSDWRF36-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.98587252938986), ('Other', 0.014126266320152618)]	JN.1.51 JN.1 B.1.1.216 B.1.1.28 B.1.1.121	0.49999998 0.48587255 0.01000000 0.00304869 0.00107757	55.682025000334264	96.52877637695215
240305-JSSDWRF36-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999925656894229)]	JN.1	0.99999257	32.45843334202175	90.45915125572685
240305-JSSDWRF36-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9883766637797617), ('Other', 0.00999995075762951)]	JN.1.51 JN.1 B.1.1.216	0.49999999 0.48837667 0.00999995	48.69776037256734	96.52877637695215
240305-JSSDWRF36-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9911559917707091), ('Other', 0.00706668302654189)]	JN.1 B.1.1.28 B.1.1.121	0.99115599 0.00581362 0.00125306	41.97133300987012	96.52208808480755
240305-JSSDWRF36-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9883808251737829), ('Other', 0.00999993643426653)]	JN.1.51 JN.1 B.1.1.216	0.49999999 0.48838083 0.00999994	48.51832565939091	96.52877637695215
240305-JSSDWRF36-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9810880483931224), ('Other', 0.01476661568754395)]	JN.1.51 JN.1 B.1.1.216 B.1.1.28 B.1.609	0.49999997 0.48108808 0.01000000 0.00304858 0.00171804	51.07193090381803	96.63913319733805
240222-TWWTP23-UT_variants.tsv	[('Other', 0.997361203219795), ('BA.2.86* (BA.2.86.X)', 0.0018881861943029511)]	B.1.1.144 B.1.1.61 B.1.1.92 B.1.1.12 B.1.1.121 JN.1.51 B.1.1.129	0.97993807 0.00884955 0.00263851 0.00256409 0.00196849 0.00188819 0.00140248	52.628683266843176	95.4017991505869
240222-TWWTP23-UT_bbnorm_10_variants.tsv	[('Other', 0.9999972878110739)]	B.1.1.174 B.1.1.378 B.1.1.447 B.1.1	0.24999932 0.24999932 0.24999932 0.24999932	29.668816983204415	88.07143096010434
