	summarized	lineages	abundances	resid	coverage
240227-SVWRF3-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.995642575505691)]	JN.1.4.9 JN.1.8 JN.1.9 JN.1.64 JN.1.4.6 JN.1.9.2 JN.1.64.1 JN.1.39 JN.1.39.2 JN.1.26 JN.1.36 JN.1.1.2 JN.1.8.3	0.28268228 0.22508031 0.12862412 0.09809692 0.07997211 0.04726584 0.04241700 0.03384723 0.02329559 0.01416395 0.01411468 0.00442990 0.00165265	14.226676893157794	99.59870247132395
240227-SVWRF3-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9957800279843747)]	JN.1.4.9 JN.1.8 JN.1.9 JN.1.64 JN.1.4.6 JN.1.39 JN.1.9.2 JN.1.64.1 JN.1.39.2 JN.1.26 JN.1.1.2	0.29947019 0.22143816 0.14180973 0.10219536 0.07458848 0.04165164 0.03643783 0.03312959 0.02251793 0.01703155 0.00550957	10.508086977894578	99.41143029127512
240227-SVWRF3-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9946788529194489)]	JN.1.4.9 JN.1.8 JN.1.9 JN.1.64 JN.1.4.6 JN.1.9.2 JN.1.64.1 JN.1.39 JN.1.39.2 JN.1.26 JN.1.36 JN.1.1.2 JN.1.8.3	0.29131226 0.22425629 0.12857492 0.09817098 0.07988437 0.04714570 0.04234293 0.03380256 0.02324626 0.01416393 0.00487211 0.00442990 0.00247666	13.551275851141597	99.59870247132395
240227-SVWRF3-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9942097907629871)]	JN.1.4.9 JN.1.8 JN.1.9 JN.1.64 JN.1.4.6 JN.1.9.2 JN.1.64.1 JN.1.39 JN.1.36 JN.1.39.2 JN.1.26 JN.1.1.2	0.29870017 0.22358024 0.13387356 0.10663499 0.07844803 0.04420717 0.04076864 0.01866831 0.01628999 0.01455234 0.01430008 0.00418628	12.13046896536618	99.59870247132395
240307-SBWRDSC26-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9912782579030884), ('Other', 0.003851942247426923)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.4 JN.1.8.4 JN.1.8 JN.1.4.9 JN.1.36 JN.1.53 XEB JN.1.3	0.31772182 0.18828427 0.12423715 0.12419687 0.07857629 0.05664284 0.04541567 0.03231547 0.02216058 0.00385194 0.00172732	16.395983269147948	99.57194930274554
240307-SBWRDSC26-UT_bbnorm_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999984965243156)]	JN.1.4 JN.1.4.5 JN.1.8.1 JN.1.48 JN.1.8	0.40000001 0.39999946 0.16666598 0.01818200 0.01515104	8.296316038313707	93.79660903588268
240307-SBWRDSC26-UT_seqkit_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999997244055739)]	JN.1.4.5 JN.1.8.1 JN.1.16.3 JN.1.32 JN.1.8.4 JN.1.8 JN.1.16.5 JN.1.53.1 JN.1.55.2 JN.1.16 JN.1.61 JN.1.40 JN.1.55 JN.1.20 JN.1.56 JN.1.53 JN.1.54 JN.1.68 JN.1.43 JN.1.10 JN.1.24 JN.1.2 JN.1	0.20000009 0.13924285 0.09704487 0.09704487 0.03037851 0.03037851 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692 0.02387692	1.9212216824448676	8.62789686653513
240307-SBWRDSC26-UT_bbnorm_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999979332359025)]	JN.1.4.5 JN.1.48 JN.1.8 JN.1.53 JN.1.8.1 JN.1.8.4 JN.1	0.56756694 0.12121166 0.11520503 0.09523809 0.05263153 0.04492865 0.00321602	10.649744260611556	99.52847540380564
240307-SBWRDSC26-UT_seqkit_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999905009071584)]	JN.1.4.1 JN.1.4 JN.1.4.5 JN.1.8.4 JN.1.4.3 JN.1.8.1 JN.1.16.5 JN.1.16 JN.1.61 JN.1.53.1 JN.1.10 JN.1.40 JN.1.20 JN.1.56 JN.1 JN.1.53 JN.1.16.3 JN.1.32	0.22200945 0.22200945 0.18749969 0.12176127 0.03514703 0.03208423 0.01558023 0.01558023 0.01558023 0.01558023 0.01558023 0.01558023 0.01558023 0.01558023 0.01558023 0.01558023 0.01183857 0.01183857	3.5289567294754027	32.03023108049359
240307-SBWRDSC26-UT_bbnorm_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9786664846565263), ('Other', 0.02127650791302144)]	JN.1.4.5 JN.1 JN.1.8 JN.1.8.4 JN.1.4.6 JN.1.48 JN.1.53 JN.1.4 XEB	0.36987141 0.15613550 0.14602306 0.08061569 0.07692100 0.06817516 0.05714276 0.02378190 0.02127651	12.507040332411867	99.52847540380564
240307-SBWRDSC26-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999867840100534)]	JN.1.4.5 JN.1.8.4 JN.1.4 JN.1.4.1 JN.1.16 JN.1.56 JN.1.10 JN.1 JN.1.61 JN.1.8.1 JN.1.4.3 JN.1.16.3 JN.1.32	0.28124972 0.15920096 0.14100071 0.14100071 0.03550706 0.03550706 0.03550706 0.03550706 0.03550706 0.03127533 0.03049798 0.01911304 0.01911304	4.072986846068365	47.06551182155636
240307-SBWRDSC26-UT_bbnorm_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9890107072494719), ('Other', 0.010988999960601114)]	JN.1.4.5 JN.1.4.9 JN.1.8 JN.1.48 JN.1.4.6 JN.1.8.4 JN.1.4 JN.1.53 XEB JN.1	0.32142901 0.20441233 0.18287700 0.07766984 0.07031257 0.04999987 0.04078901 0.03260870 0.01098900 0.00891236	15.523994702266407	99.52847540380564
240307-SBWRDSC26-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999962049113856)]	JN.1.4 JN.1.4.5 JN.1.39.3 JN.1.8.4 JN.1.4.3 JN.1.8.1	0.34632356 0.26666676 0.19047452 0.10350881 0.05367481 0.03934775	4.457943936528291	63.398321238671706
240307-SBWRDSC26-UT_bbnorm_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9935678100926932), ('Other', 0.006410279313834125)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.8 JN.1.4 JN.1.8.4 JN.1.36 JN.1.53 JN.1.4.9 XEB	0.35087713 0.17479687 0.13962670 0.11347356 0.10199777 0.06866092 0.02020099 0.01315784 0.01077604 0.00641028	15.35766902332339	99.52847540380564
240307-SBWRDSC26-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999994442685212)]	JN.1.4 JN.1.4.5 JN.1.39.3 JN.1.8.4 JN.1.8 JN.1.4.6 JN.1.4.3 JN.1.8.1 JN.1.10 JN.1 JN.1.32	0.33100424 0.28888891 0.14285666 0.07310951 0.06623363 0.04444345 0.02193722 0.01779936 0.00483343 0.00483343 0.00405461	5.218878761527416	74.33033474902184
240307-SBWRDSC26-UT_bbnorm_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9898467638508922), ('Other', 0.010152299286011688)]	JN.1.4.5 JN.1.4 JN.1.4.6 JN.1.8 JN.1.8.4 JN.1 JN.1.36 JN.1.53 XEB JN.1.3 JN.1.12 JN.1.4.9	0.37264201 0.16281431 0.12468205 0.10645051 0.08357295 0.06770897 0.03217814 0.03167420 0.01015230 0.00375940 0.00266666 0.00169757	14.533797332924532	99.55522857238404
240307-SBWRDSC26-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999988983543198)]	JN.1.4.5 JN.1.4 JN.1.4.6 JN.1.39.3 JN.1.8.4 JN.1.8 JN.1.4.9 JN.1	0.29166700 0.15925899 0.13541713 0.12499996 0.07407406 0.07329389 0.07291574 0.06837214	6.420346838055337	77.58418887737017
240307-SBWRDSC26-UT_bbnorm_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9961025531496629), ('Other', 0.0038910088857693264)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.8 JN.1.8.4 JN.1.4 JN.1.4.9 JN.1.53 JN.1.36 XEB JN.1.4.8 JN.1.7	0.36752104 0.18002318 0.10954334 0.09821143 0.08477922 0.07056240 0.03045995 0.02666665 0.02429865 0.00389101 0.00204076 0.00199594	18.065969256651965	99.57194930274554
240307-SBWRDSC26-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999984169866458)]	JN.1.4.5 JN.1.4.9 JN.1.4.6 JN.1 JN.1.8 JN.1.39.3 JN.1.8.4 JN.1.36 JN.1.12	0.29468600 0.22617860 0.12162222 0.10995299 0.08734999 0.07936492 0.04761868 0.02727264 0.00595238	7.692381861163502	82.39641507541049
240307-SBWRDSC26-UT_bbnorm_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9905055954041847), ('Other', 0.009493664246799354)]	JN.1.4.5 JN.1 JN.1.4 JN.1.4.6 JN.1.8 JN.1.8.4 JN.1.36 JN.1.8.1 JN.1.53 XEB JN.1.7	0.38976400 0.14467551 0.12274267 0.11215815 0.09198970 0.04631255 0.03011086 0.02702048 0.02416920 0.00949366 0.00156248	17.905934577814342	99.52847540380564
240307-SBWRDSC26-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999934633670561)]	JN.1.4.5 JN.1.4 JN.1.4.6 JN.1 JN.1.8.4 JN.1.53 JN.1.8 JN.1.3 JN.1.36 JN.1.4.9 JN.1.12	0.31880100 0.14704012 0.13008156 0.10928909 0.08571355 0.07999987 0.04397865 0.04000001 0.02380931 0.01778382 0.00349649	9.293865990161857	87.25545931846302
240307-SBWRDSC26-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9876658911062535), ('Other', 0.010273904352744875)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.4 JN.1.8.4 JN.1.8 JN.1.36 JN.1.53 XEB JN.1.3	0.36691198 0.14485859 0.13422914 0.13140392 0.07737136 0.07697685 0.03103692 0.02253517 0.01027390 0.00234195	15.081558379508806	99.57194930274554
240307-SBWRDSC26-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999956524045115)]	JN.1.4.5 JN.1 JN.1.4 JN.1.4.6 JN.1.8.4 JN.1.53 JN.1.36 JN.1.8 JN.1.3 JN.1.12 JN.1.4.9	0.30099900 0.16383890 0.14920114 0.14224069 0.08843399 0.06122442 0.03869038 0.03554460 0.01694921 0.00166944 0.00120388	11.191376306328305	96.74949001772397
240307-SBWRDSC26-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9916627429923073), ('Other', 0.003855419528643931)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.4 JN.1.8.4 JN.1.8 JN.1.4.9 JN.1.36 JN.1.53 XEB JN.1.3	0.31851498 0.18846805 0.12423641 0.11317383 0.07857722 0.05666773 0.05563506 0.03231594 0.02234638 0.00385542 0.00172714	18.15888465634878	99.57194930274554
240307-SBWRDSC26-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.993499193180516), ('Other', 0.0032547287780063925)]	JN.1.4.5 JN.1 JN.1.4 JN.1.4.6 JN.1.8.4 JN.1.8 JN.1.36 JN.1.53 JN.1.4.9 XEB JN.1.3 JN.1.6	0.31658996 0.19031862 0.13543454 0.12714935 0.08171631 0.05157350 0.03073122 0.02991444 0.02587344 0.00325473 0.00284096 0.00135685	13.020852925053692	99.57194930274554
240307-SBWRDSC26-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9914159259592203), ('Other', 0.003851994513779284)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.4 JN.1.8.4 JN.1.8 JN.1.4.9 JN.1.36 JN.1.53 XEB JN.1.3	0.31772183 0.18816786 0.12423716 0.12207583 0.07857651 0.05666781 0.04757979 0.03231553 0.02234631 0.00385199 0.00172730	17.094631104325146	99.57194930274554
240307-SBWRDSC26-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9912856415219324), ('Other', 0.0038525507398588094)]	JN.1.4.5 JN.1 JN.1.4.6 JN.1.4 JN.1.8.4 JN.1.8 JN.1.4.9 JN.1.36 JN.1.53 XEB JN.1.3	0.31772198 0.18828957 0.12423628 0.12419712 0.07857718 0.05664272 0.04541702 0.03231594 0.02216069 0.00385255 0.00172714	16.395677351683613	99.57194930274554
240620-SBWRDEC27-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9264975160762478), ('KP.3* (KP.3.X)', 0.07035867407776387)]	KP.2.3.1 KP.2.3.3 KP.1.1.3 KP.3.1.11 NM.1 LB.1.3.5 LA.1 KP.2.3.9 KP.2.3.4 JN.1.16.2 KP.2.20 KP.2.3.2 KP.1.1.4 JN.1.51.1 KP.2.3.12	0.38355346 0.18655919 0.07550871 0.07035867 0.06612256 0.05831989 0.04769901 0.04223826 0.03374389 0.02224918 0.00316088 0.00293260 0.00183513 0.00144324 0.00113151	10.829870096774293	98.62221181821222
240620-SBWRDEC27-UT_bbnorm_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8846144841033616), ('KP.3* (KP.3.X)', 0.11538500458393061)]	KP.2.3.3 KP.2.3.9 LA.1 KP.3.1.11 KP.2.3.4 KP.2.3.2 LB.1.3.5 JN.1.16.2	0.33333300 0.15384599 0.12161201 0.11538500 0.10000004 0.07692301 0.07142873 0.02747170	7.937310571044979	97.6156238504498
240620-SBWRDEC27-UT_seqkit_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9642645882370312), ('KP.3.1.1* (KP.3.1.1.X)', 0.01858195362754959), ('KP.3* (KP.3.X)', 0.017120290014565127)]	KP.2.3.3 NM.1 LB.1.1 KP.2.3.1 KP.2.3.7 KP.2.3.12 KP.2.3 KP.2.3.10 KP.2.10 KP.2 KP.2.1 MC.19 MC.19.1 KP.3.1.8 KP.3.1	0.33333302 0.09999927 0.09375153 0.08888832 0.08888832 0.08888832 0.05625004 0.05625004 0.01933857 0.01933857 0.01933857 0.00929098 0.00929098 0.00856015 0.00856015	2.9343440321033154	11.176136173628064
240620-SBWRDEC27-UT_bbnorm_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.923666922021166), ('KP.3* (KP.3.X)', 0.07547165173373435)]	KP.2.3.3 KP.2.3.9 JN.1.11.1 NM.1 LB.1.3.5 JN.1.16.2 KP.3.1.11 KP.2.3.4	0.28333300 0.22448999 0.13057802 0.09836068 0.09375009 0.08806776 0.07547165 0.00508737	9.941136279031454	98.5151991438986
240620-SBWRDEC27-UT_seqkit_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8905609014425299), ('KP.3* (KP.3.X)', 0.09607517412936147), ('Omicron', 0.013322365467081338)]	KP.2.3.1 KP.2.3.3 KP.2.3.4 NM.1 KP.2.3.9 LB.1.3.5 KP.3.1 KP.3.1.8 JN.1.16.2 XEE KP.2.3.2 KP.3.4	0.41107457 0.19047601 0.08625194 0.05660375 0.05263051 0.04651563 0.04493644 0.04493644 0.03384500 0.01332237 0.01316349 0.00620230	3.5244203340796543	27.121024646356553
240620-SBWRDEC27-UT_bbnorm_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9494634795334523), ('KP.3* (KP.3.X)', 0.0505067026576502)]	KP.2.3.3 KP.1.1.3 KP.2.3.9 NM.1 LB.1.3.5 JN.1.16.2 KP.3.1.11 LA.1 KP.2.3.5 KP.2.3.12 LP.7	0.22935832 0.22205567 0.13402088 0.10666584 0.08849968 0.07768928 0.05050670 0.03862447 0.03030291 0.01298670 0.00925973	10.165848414205026	98.5185432899709
240620-SBWRDEC27-UT_seqkit_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8963406951109856), ('KP.3* (KP.3.X)', 0.10365890168532316)]	KP.2.3.1 KP.2.3.3 KP.3.1 NM.1 LB.1.3.5 JN.1.16.2 KP.2.3.9 KP.7 JN.1.11.1 KP.2.3.2	0.37782733 0.22222200 0.10365890 0.07692308 0.05555566 0.05555538 0.04615371 0.02841741 0.02841741 0.00526873	7.193132950942962	43.932046951810854
240620-SBWRDEC27-UT_bbnorm_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9022959138974039), ('KP.3* (KP.3.X)', 0.09770037170464921)]	KP.2.3.3 KP.2.3.1 KP.2.3.9 NM.1 KP.3.1.11 LB.1.3.5 LA.1 KP.2.3.5 JN.1.16.2 KP.2.3.12 LP.7	0.24561407 0.22206861 0.11728398 0.10000061 0.09770037 0.08888969 0.06566327 0.03030298 0.02031182 0.00617281 0.00598807	12.166032483163512	98.5185432899709
240620-SBWRDEC27-UT_seqkit_100_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9235261367963137), ('KP.3* (KP.3.X)', 0.07644940145127911)]	KP.2.3.1 KP.2.3.3 KP.3.1.11 LB.1.3.5 JN.1.16.2 NM.1 KP.2.3.4 KP.2.3.9 KP.7 JN.1.11.1 KP.2.3.2	0.33784710 0.21875010 0.07644940 0.06832893 0.06501572 0.05594353 0.04405472 0.04081043 0.03398674 0.03398674 0.02480213	7.148311558052582	60.84673778550647
240620-SBWRDEC27-UT_bbnorm_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.8902804116826595), ('KP.3* (KP.3.X)', 0.10971805125509275)]	KP.2.3.1 KP.2.3.3 KP.3.1.11 NM.1 LB.1.3.5 KP.2.3.9 LA.1 KP.1.1.3 KP.2.3.5	0.27014909 0.21098303 0.10971805 0.10701095 0.08333378 0.07120738 0.07051286 0.04678034 0.03030298	12.088138549347615	98.5185432899709
240620-SBWRDEC27-UT_seqkit_200_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9279766020345752), ('KP.3* (KP.3.X)', 0.07201485661559333)]	KP.2.3.1 KP.2.3.3 KP.2.20 NM.1 KP.3.1.11 LB.1.3.5 KP.2.3.9 JN.1.16.2 KP.2.3.2 KP.3.1	0.39816520 0.20960703 0.08146083 0.06250095 0.06249907 0.06060731 0.05555515 0.04930504 0.01077510 0.00951579	8.669152239983552	71.738621542989
240620-SBWRDEC27-UT_bbnorm_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9081193747702574), ('KP.3* (KP.3.X)', 0.09188014577335529)]	KP.2.3.3 KP.2.3.1 NM.1 KP.3.1.11 LB.1.3.5 LA.1 KP.2.3.9 KP.1.1.3 KP.2.3.5 KP.2.3.12 LP.7 KP.2.20	0.25200001 0.24293400 0.10000009 0.09188015 0.08092506 0.07380917 0.06147539 0.06055565 0.03030299 0.00209204 0.00204083 0.00198413	12.207003761104328	98.5185432899709
240620-SBWRDEC27-UT_seqkit_300_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9253042300950305), ('KP.3* (KP.3.X)', 0.07469390722833494)]	KP.2.3.1 KP.2.3.3 KP.2.20 KP.3.1 NM.1 LB.1.3.5 JN.1.16.2 KP.2.3.9 KP.2.3.2 JN.1.11.1 KP.2.3.4	0.37333988 0.19310300 0.07999972 0.07469391 0.06529208 0.06081095 0.06040132 0.04778154 0.02225003 0.01261764 0.00970806	8.931416517797718	76.49065311172792
240620-SBWRDEC27-UT_bbnorm_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9038450958522509), ('KP.3* (KP.3.X)', 0.09615420408650656)]	KP.2.3.1 KP.2.3.3 NM.1 KP.3.1.11 LB.1.3.5 LA.1 KP.2.3.9 KP.2.3.5 KP.1.1.3 KP.2.20 KP.2.3.12	0.32066553 0.20559201 0.10000011 0.09615420 0.09076959 0.07246372 0.06270099 0.03030298 0.01673830 0.00291119 0.00170067	12.375850316349279	98.5185432899709
240620-SBWRDEC27-UT_seqkit_400_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9180812889177521), ('KP.3* (KP.3.X)', 0.08191776069319394)]	KP.2.3.1 KP.2.3.3 KP.3.1 JN.1.16.2 NM.1 LB.1.3.5 KP.2.20 KP.2.3.9 KP.2.3.2 KP.2.3.4	0.41048364 0.18246400 0.08191776 0.08006637 0.06436778 0.06279085 0.05374744 0.03389824 0.01915893 0.01110405	9.08231636588916	81.34635320870815
240620-SBWRDEC27-UT_bbnorm_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9041480566134995), ('KP.3* (KP.3.X)', 0.09585125500428103)]	KP.2.3.1 KP.2.3.3 NM.1 KP.3.1.11 LB.1.3.5 KP.2.3.9 LA.1 KP.1.1.3 KP.2.3.5 KP.2.20 KP.2.3.12	0.29447701 0.22280501 0.10000006 0.09585126 0.08040218 0.06488549 0.06424304 0.04196669 0.03030298 0.00358850 0.00147709	12.13652236282299	98.5185432899709
240620-SBWRDEC27-UT_seqkit_500_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9233572104630706), ('KP.3* (KP.3.X)', 0.07627587171238824)]	KP.2.3.1 KP.2.3.3 JN.1.16.2 KP.3.1.11 NM.1 LB.1.3.5 KP.1.1.3 KP.2.3.9 KP.2.20 KP.2.3.4 LP.3	0.39970277 0.18840613 0.07996778 0.07627587 0.07345458 0.06461157 0.04289328 0.03806671 0.02666656 0.00817796 0.00140987	7.072487462827585	90.91395512155971
240620-SBWRDEC27-UT_bbnorm_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9147849014503862), ('KP.3* (KP.3.X)', 0.0843194911871027)]	KP.2.3.1 KP.2.3.3 NM.1 KP.3.1.11 KP.1.1.3 LB.1.3.5 LA.1 KP.2.3.9 KP.2.3.5 JN.1.16.2 KP.2.20 KP.1.1.4 JN.1.51.1 KP.2.3.12	0.29900114 0.21389300 0.10000000 0.08431949 0.08028402 0.06212829 0.05677522 0.05407210 0.03030298 0.00947275 0.00314135 0.00253162 0.00205883 0.00112360	12.44332873982328	98.5285757281878
240620-SBWRDEC27-UT_seqkit_1000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9201949498441002), ('KP.3* (KP.3.X)', 0.0781240078701087)]	KP.2.3.1 KP.2.3.3 KP.3.1.11 NM.1 LB.1.3.5 LA.1 KP.2.3.9 KP.1.1.3 JN.1.16.2 KP.2.3.4 KP.2.20 LF.3	0.37481853 0.19278010 0.07812401 0.06776167 0.06263267 0.06086411 0.04212026 0.03806072 0.03402110 0.03223811 0.01183424 0.00306344	8.488888127544795	95.23459184697188
240620-SBWRDEC27-UT_bbnorm_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9191920311484082), ('KP.3* (KP.3.X)', 0.07777194772392343)]	KP.2.3.1 KP.2.3.3 NM.1 KP.3.1.11 KP.1.1.3 LB.1.3.5 LA.1 KP.2.3.9 KP.2.3.4 JN.1.16.2 KP.2.20 KP.1.1.4 JN.1.51.1 KP.2.3.12	0.37869711 0.18889401 0.07995804 0.07777195 0.06923351 0.05804061 0.05523855 0.04673818 0.02004164 0.01471093 0.00317123 0.00189029 0.00144429 0.00113366	11.556886773052977	98.59545864963381
240620-SBWRDEC27-UT_seqkit_5000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9249099475108764), ('KP.3* (KP.3.X)', 0.07212732420244494)]	KP.2.3.1 KP.2.3.3 KP.1.1.3 KP.3.1.11 NM.1 KP.2.3.4 LA.1 LB.1.3.5 KP.2.3.9 JN.1.16.2 KP.2.20 KP.1.1.4 KP.2.3.2	0.35815676 0.18824407 0.07726518 0.07212732 0.06613373 0.05868409 0.05519064 0.05508331 0.04043160 0.01988393 0.00284886 0.00155391 0.00143386	10.675937342232045	98.59545864963381
240620-SBWRDEC27-UT_bbnorm_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9194070306896066), ('KP.3* (KP.3.X)', 0.07775005522949603)]	KP.2.3.1 KP.2.3.3 KP.3.1.11 KP.1.1.3 NM.1 LB.1.3.5 LA.1 KP.2.3.9 KP.2.3.4 JN.1.16.2 KP.2.20 KP.2.3.2 KP.1.1.4 JN.1.51.1 KP.2.3.12	0.38396313 0.18664404 0.07775006 0.06837940 0.06609534 0.06028970 0.05381210 0.04213775 0.03390003 0.01383967 0.00317788 0.00295648 0.00160846 0.00146314 0.00113994	11.10425386061869	98.59545864963381
240620-SBWRDEC27-UT_seqkit_10000_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9264975160762478), ('KP.3* (KP.3.X)', 0.07035867407776387)]	KP.2.3.1 KP.2.3.3 KP.1.1.3 KP.3.1.11 NM.1 LB.1.3.5 LA.1 KP.2.3.9 KP.2.3.4 JN.1.16.2 KP.2.20 KP.2.3.2 KP.1.1.4 JN.1.51.1 KP.2.3.12	0.38355346 0.18655919 0.07550871 0.07035867 0.06612256 0.05831989 0.04769901 0.04223826 0.03374389 0.02224918 0.00316088 0.00293260 0.00183513 0.00144324 0.00113151	10.829870096774293	98.62221181821222
240409-CWSD19-UT_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9973797768330103)]	JN.1.32 JN.1.8 JN.1.26 JN.1 JN.1.8.3	0.42886756 0.26808745 0.25335992 0.04600826 0.00105660	25.680937331847662	99.67896197705916
240409-CWSD19-UT_bbnorm_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999984700750278)]	JN.1.32 JN.1.8	0.64705119 0.35294728	18.803174986560716	99.67227368491456
240409-CWSD19-UT_seqkit_10_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999926147634276)]	JN.1.4.5 JN.1.4.6 JN.1.7.4 JN.1.7 JN.1.7.2 JN.1.16.3 JN.1.4.3 JN.1.32 JN.1.32.1 JN.1.36.1 JN.1.55.2 JN.1.4.9 JN.1.4.2 JN.1.15.1 JN.1.62 JN.1.23 JN.1.16.5 JN.1.4.1 JN.1.36 JN.1.12 JN.1.4.7 JN.1.19 JN.1.49.3 JN.1.49.2 JN.1.35 JN.1.16 JN.1.61 JN.1.39 JN.1.37 JN.1.55 JN.1.64 JN.1.40 JN.1.31 JN.1.1 JN.1.4 JN.1.20 JN.1.56 JN.1.60 JN.1.9 JN.1.68 JN.1.43 JN.1.10 JN.1.15 JN.1.49 JN.1.24 JN.1.44 JN.1.3 JN.1.2 JN.1	0.37499965 0.02678557 0.02678557 0.02678557 0.02678557 0.02678557 0.02678557 0.02678557 0.02678557 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771 0.01026771	4.36586929457024	4.374143062568973
240409-CWSD19-UT_bbnorm_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999893468201424)]	JN.1.32 JN.1.8 JN.1	0.38709592 0.33333299 0.27956044	19.966176750844298	99.67896197705916
240409-CWSD19-UT_seqkit_30_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.9999988814120286)]	JN.1.4.5 JN.1.8.1 JN.1.8 JN.1.4.3 JN.1.32	0.56521673 0.23882768 0.07367211 0.06114118 0.06114118	10.361097196360479	20.68688760325051
240409-CWSD19-UT_bbnorm_50_variants.tsv	[('BA.2.86* (BA.2.86.X)', 0.999997367537553)]	JN.1.32 JN.1.8 JN.1.48	0.51723850 0.42708281 0.05567606	23.111980981759885	99.67896197705916
